         340 	   90.10152     	   90.56259     	   90.47928     	   90.09045    
         350 	   89.85808     	   89.93874     	   90.41779     	   89.95152    
         360 	   89.94540     	   89.58086     	   89.77243     	   90.25821    
         370 	   89.76899     	   89.88618     	   90.28385     	   90.09785    
         380 	   89.90131     	   91.16099     	   90.19920     	   89.99341    
         390 	   90.03089     	   90.51525     	   89.96626     	   89.97366    
         400 	   90.08868     	   90.77357     	   90.02120     	   89.90461    
         410 	   89.88480     	   90.11866     	   90.28889     	   89.90193    
         420 	   89.93737     	   89.96548     	   90.06288     	   90.10823    
         430 	   89.96690     	   89.64070     	   89.99657     	   90.11654    
         440 	   90.17459     	   89.58739     	   89.99236     	   89.88097    
         450 	   89.87644     	   89.74100     	   89.87257     	   89.96851    
         460 	   89.95806     	   90.42855     	   89.82739     	   90.00937    
         470 	   90.00127     	   90.08477     	   89.96404     	   89.98325    
         480 	   90.01161     	   90.08362     	   89.88416     	   90.10801    
         490 	   89.97634     	   89.48799     	   90.03891     	   89.94421    
         500 	   89.91331     	   90.11391     	   90.53529     	   90.20515    
         510 	   89.75963     	   90.33276     	   90.11186     	   89.93287    
         520 	   89.66741     	   90.17690     	   90.24460     	   89.97237    
         530 	   89.93024     	   90.28397     	   90.02323     	   90.14443    
         540 	   90.05231     	   90.57658     	   90.03237     	   90.24291    
         550 	   89.98586     	   89.95606     	   89.92606     	   90.00071    
         560 	   89.49136     	   90.77781     	   90.40645     	   90.14655    
         570 	   89.74642     	   91.11231     	   90.22318     	   90.09405    
         580 	   89.69115     	   90.46763     	   90.17330     	   89.99685    
         590 	   89.76308     	   91.15148     	   89.97636     	   90.14267    
         600 	   89.64397     	   90.42217     	   90.14159     	   89.99831    
         610 	   89.82825     	   91.05978     	   89.85728     	   90.19092    
         620 	   89.85957     	   90.53252     	   89.99922     	   90.04420    
         630 	   89.76163     	   89.82605     	   89.66790     	   90.05579    
         640 	   89.81853     	   89.64847     	   90.08140     	   89.93259    
         650 	   90.09061     	   90.26655     	   89.78256     	   90.18452    
         660 	   89.95713     	   90.51599     	   90.00322     	   89.96233    
         670 	   89.93266     	   89.91232     	   90.11290     	   90.11488    
         680 	   90.09759     	   89.82635     	   90.25302     	   89.97694    
         690 	   89.73453     	   89.75610     	   90.03370     	   90.46172    
         700 	   89.87302     	   89.92054     	   90.01648     	   90.15594    
         710 	   90.01692     	   90.07157     	   89.98447     	   90.05718    
         720 	   89.73981     	   89.80289     	   90.25203     	   89.99565    
         730 	   89.92567     	   89.98380     	   90.17062     	   90.07670    
         740 	   89.91080     	   90.33538     	   90.28555     	   89.93494    
         750 	   89.91657     	   90.65277     	   89.95444     	   90.14542    
         760 	   89.80486     	   90.50905     	   89.90424     	   90.08414    
         770 	   90.08736     	   90.72281     	   89.89342     	   90.05483    
         780 	   89.97041     	   90.19833     	   90.16676     	   89.94580    
         790 	   89.63048     	   89.76379     	   90.07667     	   89.97380    
         800 	   89.89204     	   89.86614     	   89.74622     	   90.13361    
         810 	   89.95586     	   89.98487     	   90.20053     	   90.06232    
         820 	   89.83771     	   89.78433     	   90.14325     	   89.96745    
         830 	   89.92628     	   90.33691     	   89.82378     	   90.16027    
         840 	   90.09256     	   90.17853     	   89.79488     	   89.75948    
         850 	   89.83580     	   90.28677     	   89.85757     	   90.10254    
         860 	   90.10228     	   90.13838     	   89.90269     	   89.69579    
         870 	   89.84067     	   89.25433     	   90.13277     	   89.92443    
         880 	   90.04312     	   89.04012     	   89.86837     	   89.90622    
         890 	   89.96185     	   89.16118     	   89.32608     	   90.09990    
         900 	   89.84620     	   89.03129     	   90.02306     	   90.01466    
         910 	   89.89745     	   88.76356     	   89.82280     	   90.14977    
         920 	   89.72890     	   89.89462     	   89.78616     	   90.20891    
         930 	   90.11906     	   89.01967     	   89.89297     	   90.09933    
         940 	   90.12074     	   88.23794     	   89.92038     	   89.83343    
         950 	   89.94049     	   88.75858     	   89.86785     	   89.87862    
         960 	   89.81352     	   89.03599     	   89.70949     	   90.03487    
         970 	   89.73948     	   88.76163     	   89.93420     	   89.91653    
         980 	   89.91705     	   89.30303     	   89.92458     	   89.93472    
         990 	   89.94591     	   88.86776     	   90.10593     	   90.02025    
        1000 	   89.88259     	   88.96484     	   90.20615     	   89.72897    
        1010 	   89.92809     	   89.69466     	   90.05385     	   90.04333    
        1020 	   89.85455     	   90.27899     	   90.17039     	   89.89339    
        1030 	   89.72121     	   89.85988     	   90.31148     	   90.17975    
        1040 	   89.71554     	   90.22157     	   90.26189     	   90.18861    
        1050 	   90.04439     	   89.73798     	   90.27145     	   90.19046    
        1060 	   89.86070     	   89.69331     	   89.95831     	   90.17992    
        1070 	   89.72994     	   89.72127     	   90.03944     	   90.08382    
        1080 	   89.87296     	   90.07556     	   89.92549     	   89.99593    
        1090 	   90.07707     	   90.14771     	   90.32101     	   90.02535    
        1100 	   89.91237     	   89.86813     	   89.81541     	   89.77966    
        1110 	   89.77343     	   90.13591     	   90.25474     	   89.89421    
        1120 	   90.06969     	   90.09072     	   90.47585     	   89.83940    
        1130 	   89.83151     	   90.25471     	   90.23340     	   89.96348    
        1140 	   89.92054     	   90.32552     	   89.87546     	   90.07273    
        1150 	   89.99751     	   89.84467     	   89.88229     	   89.56571    
        1160 	   89.87858     	   89.20810     	   89.91869     	   89.70542    
        1170 	   90.16073     	   88.76833     	   89.86355     	   89.91634    
        1180 	   90.13912     	   88.56787     	   89.87298     	   90.01965    
        1190 	   89.95218     	   88.85620     	   90.06019     	   90.00040    
        1200 	   90.07453     	   89.23624     	   90.00512     	   89.95190    
        1210 	   89.79772     	   90.09840     	   90.45311     	   89.68344    
        1220 	   90.12975     	   90.27085     	   90.23359     	   89.93880    
        1230 	   90.05174     	   90.27291     	   90.06710     	   89.72343    
        1240 	   89.99450     	   89.20338     	   89.79267     	   89.74898    
        1250 	   89.89278     	   89.93401     	   90.47365     	   89.66235    
        1260 	   89.76829     	   90.27994     	   89.75800     	   89.84946    
        1270 	   89.93256     	   90.01019     	   89.66355     	   89.66969    
        1280 	   89.91436     	   89.46423     	   89.81968     	   89.92719    
        1290 	   90.02412     	   89.22572     	   90.18259     	   89.97739    
        1300 	   89.95518     	   88.84984     	   90.13705     	   89.97381    
        1310 	   90.13252     	   88.26537     	   90.12560     	   90.01282    
        1320 	   89.88101     	   89.50246     	   90.23069     	   89.97571    
        1330 	   90.06623     	   89.52187     	   90.24522     	   89.88966    
        1340 	   89.96841     	   88.98422     	   90.14151     	   90.08908    
        1350 	   89.91629     	   89.92358     	   89.94286     	   90.12262    
        1360 	   89.86140     	   89.58652     	   90.25813     	   89.94897    
        1370 	   90.02789     	   89.31163     	   89.76762     	   90.19041    
        1380 	   90.04498     	   88.37367     	   89.82373     	   89.79963    
        1390 	   90.14036     	   89.14977     	   89.78455     	   90.01902    
        1400 	   89.89996     	   89.56007     	   89.77267     	   89.72568    
        1410 	   90.04989     	   89.80334     	   89.77098     	   90.10835    
        1420 	   89.96083     	   90.47565     	   90.16240     	   89.74323    
        1430 	   90.04080     	   90.40938     	   89.98019     	   89.89022    
        1440 	   89.68932     	   89.53574     	   89.87729     	   90.05578    
        1450 	   90.10818     	   90.01837     	   89.87296     	   90.05746    
        1460 	   90.13538     	   90.64640     	   89.76588     	   89.95178    
        1470 	   90.23097     	   90.63496     	   89.98200     	   89.88657    
        1480 	   89.83964     	   90.63498     	   89.52499     	   90.16598    
        1490 	   90.01495     	   90.13070     	   89.81393     	   90.04553    
        1500 	   89.99715     	   89.28534     	   89.63200     	   90.27891    
        1510 	   89.94807     	   89.55438     	   90.03198     	   90.20589    
        1520 	   89.92002     	   89.57051     	   90.19635     	   90.03904    
        1530 	   90.05505     	   89.86636     	   89.96774     	   90.04137    
        1540 	   89.87477     	   89.64710     	   90.12914     	   90.22156    
        1550 	   90.15944     	   89.60060     	   90.05594     	   90.23172    
        1560 	   89.83315     	   89.87722     	   89.78345     	   90.03606    
        1570 	   90.04474     	   90.52611     	   89.64731     	   89.97243    
        1580 	   90.14740     	   89.60487     	   89.57085     	   89.89605    
        1590 	   90.01069     	   89.84394     	   89.98798     	   89.91611    
        1600 	   89.79385     	   89.59805     	   90.00102     	   90.01492    
        1610 	   89.97091     	   90.10902     	   89.98064     	   89.85032    
        1620 	   90.09218     	   89.92431     	   90.02071     	   89.94773    
        1630 	   90.01826     	   89.99303     	   90.10821     	   89.92818    
        1640 	   90.01785     	   89.82059     	   90.14892     	   90.03330    
        1650 	   89.94064     	   89.62665     	   89.88284     	   89.78207    
        1660 	   90.06083     	   89.77710     	   89.99677     	   89.95345    
        1670 	   89.82607     	   90.76041     	   90.01920     	   89.95296    
        1680 	   90.16975     	   89.82330     	   89.96561     	   90.03613    
        1690 	   89.92092     	   90.58714     	   89.67004     	   90.10324    
        1700 	   89.95722     	   89.42847     	   90.10078     	   90.07300    
        1710 	   89.88659     	   88.77193     	   89.77412     	   89.87986    
        1720 	   89.81246     	   90.17194     	   89.96411     	   90.22643    
        1730 	   89.85799     	   89.51556     	   90.00201     	   90.16603    
        1740 	   90.19684     	   90.60596     	   90.18571     	   89.93414    
        1750 	   90.07978     	   90.02097     	   90.21500     	   90.13765    
        1760 	   90.12308     	   89.80645     	   89.99842     	   89.93571    
        1770 	   89.92495     	   90.41587     	   89.98093     	   90.01342    
        1780 	   90.10260     	   90.55859     	   90.07015     	   90.19276    
        1790 	   89.85874     	   90.00784     	   90.16149     	   89.96138    
        1800 	   89.84367     	   90.86412     	   90.00526     	   89.91517    
        1810 	   89.97745     	   89.97037     	   89.93169     	   89.85367    
        1820 	   89.73351     	   90.29946     	   90.13587     	   89.93369    
        1830 	   89.97359     	   90.05853     	   90.25148     	   90.21954    
        1840 	   89.70291     	   90.33173     	   89.84846     	   90.16530    
        1850 	   90.14927     	   89.72530     	   89.85668     	   90.02358    
        1860 	   89.70361     	   89.61082     	   90.09895     	   89.92867    
        1870 	   89.72908     	   90.08389     	   90.13497     	   89.98753    
        1880 	   90.06618     	   90.92998     	   89.79576     	   89.84570    
        1890 	   90.09957     	   90.62943     	   90.15444     	   90.19020    
        1900 	   89.86570     	   90.28136     	   90.11098     	   90.15353    
        1910 	   89.54012     	   89.76098     	   90.33075     	   89.85172    
        1920 	   90.10995     	   90.39451     	   90.18899     	   90.03900    
        1930 	   89.97803     	   90.29571     	   90.11808     	   89.82435    
        1940 	   90.05711     	   90.30666     	   90.32322     	   90.13469    
        1950 	   89.87251     	   90.70326     	   90.18120     	   90.37613    
        1960 	   89.76953     	   90.92993     	   90.01324     	   90.36918    
        1970 	   90.09243     	   90.82037     	   90.08045     	   89.91422    
        1980 	   90.18032     	   89.97892     	   89.80111     	   90.04794    
        1990 	   89.99161     	   90.45134     	   89.92859     	   89.91280    
        2000 	   90.10226     	   90.62430     	   89.86449     	   89.82942    
        2010 	   90.12968     	   89.97523     	   90.16987     	   90.11325    
        2020 	   90.19258     	   90.20710     	   90.03146     	   90.13459    
        2030 	   90.16128     	   90.65115     	   90.25306     	   89.79417    
        2040 	   90.12722     	   90.65829     	   90.20309     	   89.85082    
        2050 	   90.11272     	   90.35093     	   89.97764     	   89.81075    
        2060 	   89.95378     	   91.01922     	   89.93344     	   90.01810    
        2070 	   89.90775     	   90.41587     	   90.04433     	   89.79478    
        2080 	   89.78854     	   90.42504     	   90.20651     	   89.81157    
        2090 	   90.06546     	   90.19787     	   90.03904     	   89.95438    
        2100 	   89.81503     	   89.60465     	   90.51234     	   90.18102    
        2110 	   90.11011     	   90.59315     	   90.20302     	   89.95446    
        2120 	   90.03973     	   90.95711     	   89.70119     	   90.09618    
        2130 	   90.09188     	   91.07130     	   90.16373     	   90.00098    
        2140 	   89.99831     	   91.41925     	   89.98416     	   89.93205    
        2150 	   89.62589     	   90.23064     	   89.73147     	   90.13735    
        2160 	   89.87623     	   90.61519     	   90.53920     	   90.06394    
        2170 	   89.94942     	   91.14940     	   89.88053     	   90.14182    
        2180 	   89.95269     	   91.22050     	   90.28116     	   90.18018    
        2190 	   90.19547     	   91.42727     	   90.18705     	   89.94727    
        2200 	   89.83885     	   91.36289     	   89.79302     	   90.10033    
        2210 	   90.18192     	   91.18980     	   89.98880     	   89.86767    
        2220 	   89.92834     	   91.42583     	   90.16348     	   90.05206    
        2230 	   89.88982     	   91.20440     	   90.71163     	   89.93868    
        2240 	   89.72890     	   90.24332     	   89.92139     	   90.08289    
        2250 	   89.91928     	   90.13678     	   90.05216     	   89.91577    
        2260 	   89.79767     	   90.87270     	   90.13445     	   89.95055    
        2270 	   89.75213     	   90.59419     	   90.08450     	   89.75968    
        2280 	   89.94856     	   90.80244     	   89.76266     	   89.61600    
        2290 	   89.86803     	   91.05299     	   89.77786     	   89.90755    
        2300 	   90.07743     	   90.75883     	   90.09058     	   89.97180    
        2310 	   89.93586     	   90.58254     	   89.91994     	   89.98953    
        2320 	   89.86557     	   91.01961     	   89.93633     	   89.99659    
        2330 	   89.99380     	   91.00123     	   89.93347     	   90.13732    
        2340 	   89.86759     	   91.88305     	   89.70129     	   90.14713    
        2350 	   90.12785     	   91.90627     	   89.89631     	   90.09119    
        2360 	   90.05939     	   91.38668     	   90.10086     	   90.21021    
        2370 	   90.06709     	   91.75625     	   90.08940     	   90.28961    
        2380 	   90.22720     	   90.64141     	   89.83029     	   90.12395    
        2390 	   90.25022     	   90.33715     	   89.83620     	   89.95176    
        2400 	   89.99165     	   90.78186     	   90.06696     	   90.14179    
        2410 	   89.76482     	   90.84798     	   90.41904     	   89.73383    
        2420 	   90.05434     	   90.30056     	   89.83907     	   90.01434    
        2430 	   90.13892     	   89.79965     	   89.82207     	   90.05340    
        2440 	   90.29751     	   90.10802     	   89.87964     	   90.03294    
        2450 	   89.99297     	   90.85495     	   89.89454     	   89.75279    
        2460 	   90.19171     	   91.09818     	   89.92553     	   89.91492    
        2470 	   89.84917     	   90.70000     	   90.22453     	   89.96410    
        2480 	   90.10448     	   91.12576     	   90.14307     	   89.85244    
        2490 	   89.78223     	   91.30236     	   89.95321     	   90.08411    
        2500 	   90.00838     	   90.39662     	   89.83408     	   90.04983    
        2510 	   90.08461     	   90.90810     	   89.71455     	   89.98264    
        2520 	   90.33653     	   91.33318     	   90.11501     	   90.09405    
        2530 	   89.96140     	   91.10156     	   89.83882     	   90.19855    
        2540 	   90.01096     	   91.41209     	   89.92730     	   90.16399    
        2550 	   90.15704     	   91.24077     	   89.92450     	   90.23987    
        2560 	   89.69964     	   92.27958     	   89.73950     	   90.24859    
        2570 	   89.82422     	   91.78889     	   89.99965     	   89.83060    
        2580 	   89.83746     	   92.07350     	   90.38938     	   90.09583    
        2590 	   89.90101     	   91.71606     	   89.90383     	   90.18172    
        2600 	   89.82677     	   91.55134     	   90.01472     	   90.16117    
        2610 	   90.14316     	   90.89274     	   90.29633     	   90.21658    
        2620 	   90.05018     	   90.95391     	   90.05282     	   90.01397    
        2630 	   89.63529     	   91.01377     	   90.15305     	   90.13617    
        2640 	   89.91215     	   91.09902     	   90.00613     	   90.30242    
        2650 	   89.92722     	   90.21927     	   90.35819     	   89.97651    
        2660 	   89.92323     	   90.89349     	   89.93080     	   90.26106    
        2670 	   89.85948     	   90.81287     	   90.11823     	   89.88654    
        2680 	   89.86421     	   90.51881     	   90.51116     	   89.89434    
        2690 	   90.12570     	   91.07143     	   89.94280     	   90.25137    
        2700 	   89.83210     	   90.39597     	   89.77567     	   90.21297    
        2710 	   90.04656     	   90.46626     	   89.88579     	   89.86086    
        2720 	   90.18716     	   90.80222     	   89.77930     	   90.29060    
        2730 	   90.08631     	   90.55767     	   90.10778     	   90.03230    
        2740 	   89.78047     	   91.22762     	   89.98625     	   90.10543    
        2750 	   89.96273     	   90.76593     	   90.15453     	   90.40480    
        2760 	   90.19364     	   90.60169     	   90.44334     	   90.10525    
        2770 	   90.27494     	   91.65946     	   90.16220     	   89.86945    
        2780 	   90.09030     	   90.64556     	   89.52209     	   89.91741    
        2790 	   90.24381     	   90.02589     	   89.94682     	   90.09571    
        2800 	   90.13015     	   90.21600     	   89.90144     	   89.89141    
        2810 	   89.81783     	   90.42200     	   90.16860     	   89.76704    
        2820 	   90.16208     	   89.75253     	   89.57274     	   90.17578    
        2830 	   90.16840     	   90.30363     	   89.89701     	   90.15402    
        2840 	   89.98392     	   89.78972     	   90.23533     	   90.11684    
        2850 	   89.87992     	   91.17245     	   90.27208     	   90.16056    
        2860 	   89.95992     	   91.02972     	   90.21754     	   90.12758    
        2870 	   90.05459     	   90.76268     	   90.30152     	   90.24445    
        2880 	   89.72957     	   90.04357     	   90.08652     	   89.95611    
        2890 	   89.87120     	   90.24222     	   90.04826     	   90.02393    
        2900 	   89.88344     	   89.85520     	   89.54209     	   89.86002    
        2910 	   90.06046     	   90.70911     	   89.84975     	   89.96931    
        2920 	   89.91041     	   90.83244     	   90.13772     	   90.03335    
        2930 	   89.88914     	   90.60735     	   89.99861     	   89.79454    
        2940 	   90.09927     	   90.72690     	   90.03848     	   90.21349    
        2950 	   90.17218     	   91.03171     	   89.94456     	   90.02424    
        2960 	   89.95636     	   90.55991     	   89.71265     	   89.90991    
        2970 	   89.97935     	   90.20077     	   89.87365     	   89.68070    
        2980 	   89.81398     	   91.26132     	   89.97417     	   89.70924    
        2990 	   89.99761     	   91.39653     	   89.94099     	   89.93130    
        3000 	   89.93125     	   90.83275     	   90.15349     	   89.98495    
        3010 	   90.04423     	   91.12208     	   89.66180     	   89.69834    
        3020 	   89.94901     	   91.68642     	   90.00040     	   89.63525    
        3030 	   90.27615     	   91.50024     	   90.01112     	   89.78184    
        3040 	   89.95227     	   91.37498     	   89.81361     	   90.34908    
        3050 	   89.83230     	   91.37321     	   90.12977     	   90.05624    
        3060 	   90.15266     	   90.90264     	   89.63750     	   89.88172    
        3070 	   89.79118     	   90.79659     	   89.63970     	   89.95722    
        3080 	   89.96199     	   91.34233     	   89.87109     	   89.94418    
        3090 	   89.80900     	   91.25424     	   89.66002     	   90.06323    
        3100 	   89.73103     	   91.61443     	   89.70518     	   89.83681    
        3110 	   90.05010     	   91.52747     	   89.83895     	   90.07115    
        3120 	   89.94427     	   91.08220     	   90.13648     	   90.25652    
        3130 	   89.70669     	   91.74741     	   89.87727     	   90.03404    
        3140 	   90.18575     	   91.61776     	   89.86298     	   89.82940    
        3150 	   90.04941     	   91.33984     	   89.61849     	   89.87309    
        3160 	   89.83460     	   91.56164     	   89.56342     	   90.09428    
        3170 	   90.04620     	   90.95253     	   89.75449     	   90.14807    
        3180 	   90.00364     	   91.26369     	   89.69384     	   90.18144    
        3190 	   89.70216     	   90.75044     	   89.53501     	   90.20863    
        3200 	   89.88238     	   90.77908     	   89.91174     	   90.12380    
        3210 	   89.92008     	   90.89312     	   90.21439     	   90.17006    
        3220 	   89.88324     	   90.86626     	   89.79530     	   90.30403    
        3230 	   89.97764     	   91.06946     	   90.19473     	   89.91213    
        3240 	   89.92569     	   90.84465     	   90.14617     	   90.26058    
        3250 	   89.89520     	   90.55035     	   90.02184     	   90.08038    
        3260 	   89.95791     	   90.93268     	   90.21165     	   90.02541    
        3270 	   89.88101     	   90.57435     	   90.20613     	   90.13144    
        3280 	   89.91747     	   90.54976     	   90.08324     	   89.91112    
        3290 	   90.01125     	   90.82822     	   89.88035     	   89.88042    
        3300 	   89.99838     	   91.28860     	   89.94844     	   90.28919    
        3310 	   90.00729     	   91.80887     	   89.78820     	   90.06496    
        3320 	   90.00145     	   90.89204     	   89.91382     	   90.12045    
        3330 	   89.82078     	   90.52479     	   89.71033     	   90.09238    
        3340 	   90.18197     	   90.67661     	   89.75764     	   90.02258    
        3350 	   89.93217     	   90.89530     	   90.12378     	   90.12292    
        3360 	   89.99895     	   90.45631     	   89.78342     	   90.02403    
        3370 	   90.08958     	   90.99133     	   89.79807     	   90.00653    
        3380 	   90.02612     	   91.14480     	   89.93884     	   89.67049    
        3390 	   89.97728     	   90.98444     	   90.23264     	   90.19958    
        3400 	   90.01321     	   90.18391     	   90.27708     	   89.98978    
        3410 	   90.30434     	   90.78507     	   89.98431     	   90.22382    
        3420 	   89.99677     	   90.53930     	   89.67221     	   90.05152    
        3430 	   90.09087     	   90.58929     	   90.28061     	   90.21622    
        3440 	   90.01830     	   91.42447     	   90.12565     	   90.11073    
        3450 	   90.14377     	   91.20197     	   90.01584     	   89.84897    
        3460 	   89.89984     	   90.94975     	   90.23042     	   90.14233    
        3470 	   89.96578     	   91.01998     	   90.08566     	   90.09645    
        3480 	   89.97724     	   90.36278     	   90.12796     	   90.01373    
        3490 	   90.12998     	   90.64906     	   90.15022     	   90.26584    
        3500 	   90.22624     	   90.80744     	   90.10731     	   90.14276    
        3510 	   90.10709     	   90.92516     	   90.08797     	   89.99045    
        3520 	   90.10139     	   90.37811     	   90.26131     	   89.98779    
        3530 	   89.89630     	   90.55354     	   89.55706     	   90.14974    
        3540 	   90.09327     	   91.18380     	   89.82764     	   90.15748    
        3550 	   89.92097     	   91.75380     	   89.52087     	   89.89977    
        3560 	   89.72728     	   91.62907     	   89.77017     	   90.12243    
        3570 	   90.00867     	   90.89095     	   90.13625     	   89.99280    
        3580 	   89.94018     	   91.66810     	   90.07104     	   89.90350    
        3590 	   89.82314     	   91.66162     	   89.95669     	   89.99384    
        3600 	   90.09460     	   91.03208     	   90.26574     	   89.95403    
        3610 	   90.11266     	   91.53286     	   89.75529     	   90.25878    
        3620 	   90.01836     	   91.41818     	   89.86777     	   90.20774    
        3630 	   90.16633     	   92.05389     	   90.05202     	   90.28687    
        3640 	   89.94728     	   91.92992     	   90.20699     	   90.25219    
        3650 	   89.73124     	   91.92081     	   89.98753     	   90.42479    
        3660 	   89.80579     	   91.74014     	   89.50631     	   90.38287    
        3670 	   89.79391     	   91.38691     	   90.11444     	   90.17778    
        3680 	   89.84837     	   91.79053     	   90.44283     	   90.30902    
        3690 	   89.75300     	   92.19383     	   90.01918     	   90.27551    
        3700 	   89.93823     	   91.79176     	   89.71706     	   90.24358    
        3710 	   89.65164     	   91.81076     	   89.83517     	   90.21941    
        3720 	   90.10156     	   91.65294     	   90.02238     	   90.10957    
        3730 	   90.05653     	   90.82944     	   89.89763     	   90.34586    
        3740 	   89.83656     	   90.67711     	   89.78876     	   90.28699    
        3750 	   89.87736     	   91.20477     	   90.01659     	   90.04149    
        3760 	   89.89390     	   91.26768     	   89.53096     	   90.20811    
        3770 	   89.98917     	   91.82725     	   89.77528     	   90.33915    
        3780 	   90.02369     	   91.20517     	   90.03087     	   90.15098    
        3790 	   89.67197     	   91.20953     	   90.16191     	   90.13075    
        3800 	   89.89497     	   91.07539     	   90.00877     	   90.14332    
        3810 	   89.84402     	   91.13160     	   89.91245     	   90.13315    
        3820 	   89.75028     	   90.51028     	   90.04596     	   90.16348    
        3830 	   89.96733     	   90.93163     	   89.87579     	   90.28387    
        3840 	   89.86293     	   90.76754     	   89.83288     	   90.23153    
        3850 	   89.86353     	   91.38626     	   89.83425     	   90.28101    
        3860 	   89.91248     	   91.01572     	   90.25346     	   90.22107    
        3870 	   89.77941     	   91.39135     	   89.94319     	   89.95525    
        3880 	   89.80970     	   90.81613     	   90.13537     	   90.21021    
        3890 	   90.02372     	   90.68958     	   89.97680     	   90.18730    
        3900 	   89.99992     	   90.40752     	   89.60142     	   90.22001    
        3910 	   89.98461     	   90.23097     	   90.00526     	   90.32272    
        3920 	   90.03422     	   90.49266     	   89.99805     	   90.02193    
        3930 	   90.23256     	   89.69255     	   89.85458     	   90.01080    
        3940 	   89.89157     	   90.46102     	   89.65800     	   90.21601    
        3950 	   90.38077     	   90.80279     	   89.87692     	   89.97370    
        3960 	   90.23217     	   91.05399     	   89.95013     	   90.04030    
        3970 	   90.01320     	   91.00395     	   89.92661     	   90.13733    
        3980 	   90.33588     	   91.52821     	   90.17020     	   90.21236    
        3990 	   90.02544     	   91.46452     	   89.65099     	   89.92787    
        4000 	   89.92759     	   91.47800     	   90.04584     	   90.18179    
        4010 	   90.05688     	   91.24956     	   90.00458     	   90.26450    
        4020 	   90.06696     	   91.29329     	   90.19363     	   90.01215    
        4030 	   89.95474     	   91.91827     	   90.13147     	   90.07497    
        4040 	   90.02502     	   91.16465     	   89.80668     	   90.05090    
        4050 	   90.17924     	   90.49860     	   89.79156     	   90.20531    
        4060 	   90.15257     	   91.06852     	   89.81026     	   90.02200    
        4070 	   90.18682     	   90.89895     	   89.69951     	   90.07034    
        4080 	   90.23895     	   90.96110     	   90.22517     	   90.19025    
        4090 	   90.04119     	   91.54086     	   90.13633     	   90.32748    
        4100 	   89.97179     	   91.69087     	   89.77546     	   90.01927    
        4110 	   90.15488     	   91.15030     	   89.88374     	   90.07814    
        4120 	   89.71371     	   90.75698     	   90.13720     	   90.17126    
        4130 	   89.76534     	   91.37830     	   90.00121     	   90.02346    
        4140 	   89.89265     	   92.10242     	   90.05231     	   90.07645    
        4150 	   90.03174     	   90.79094     	   89.87556     	   90.07548    
        4160 	   90.17947     	   91.22028     	   90.12795     	   89.98986    
        4170 	   90.20829     	   91.56544     	   90.18748     	   90.18806    
        4180 	   89.98405     	   91.18520     	   90.00797     	   89.96604    
        4190 	   90.05709     	   90.48700     	   89.90186     	   90.01714    
        4200 	   90.13693     	   90.54732     	   89.90603     	   90.09676    
        4210 	   89.98421     	   90.98433     	   90.15206     	   90.13902    
        4220 	   90.02309     	   91.04469     	   89.86404     	   90.01954    
        4230 	   90.28218     	   91.04944     	   90.16865     	   90.02586    
        4240 	   89.91259     	   91.33677     	   89.91172     	   90.13538    
        4250 	   90.26541     	   91.47621     	   89.79920     	   89.88692    
        4260 	   89.88662     	   91.79761     	   90.07350     	   90.36268    
