           1 	  0.6220871     	  0.7520376    
          10 	  0.4988311     	  0.6188934    
          20 	  0.4902284     	  0.6213123    
          30 	  0.4857070     	  0.6234264    
          40 	  0.4901116     	  0.6199125    
          50 	  0.4912370     	  0.6202512    
          60 	  0.4888681     	  0.6215297    
          70 	  0.4939406     	  0.6179376    
          80 	  0.4930069     	  0.6184886    
          90 	  0.4926117     	  0.6199020    
         100 	  0.4920725     	  0.6181622    
         110 	  0.4917233     	  0.6199356    
         120 	  0.4880349     	  0.6216382    
         130 	  0.4869764     	  0.6205503    
         140 	  0.4900913     	  0.6198101    
         150 	  0.4921894     	  0.6183760    
         160 	  0.4939623     	  0.6175822    
         170 	  0.4908909     	  0.6186655    
         180 	  0.4925003     	  0.6188443    
         190 	  0.4869963     	  0.6209037    
         200 	  0.4924237     	  0.6179696    
         210 	  0.4890577     	  0.6203941    
         220 	  0.4904633     	  0.6175595    
         230 	  0.4909167     	  0.6182349    
         240 	  0.4920301     	  0.6172948    
         250 	  0.4944681     	  0.6176123    
         260 	  0.4944422     	  0.6169977    
         270 	  0.4974231     	  0.6158162    
         280 	  0.4981229     	  0.6151114    
         290 	  0.4941838     	  0.6188075    
         300 	  0.4920223     	  0.6186420    
         310 	  0.4923470     	  0.6178374    
         320 	  0.4922625     	  0.6178031    
         330 	  0.4939565     	  0.6172976    
         340 	  0.4945031     	  0.6160884    
         350 	  0.4908265     	  0.6183754    
         360 	  0.4940907     	  0.6184218    
         370 	  0.4970032     	  0.6167329    
         380 	  0.4927138     	  0.6181634    
         390 	  0.4943581     	  0.6160842    
         400 	  0.4938402     	  0.6171806    
         410 	  0.4899260     	  0.6188416    
         420 	  0.4922956     	  0.6165368    
         430 	  0.4939474     	  0.6171505    
         440 	  0.4929098     	  0.6163717    
         450 	  0.4956879     	  0.6149921    
         460 	  0.4935288     	  0.6164786    
         470 	  0.4959765     	  0.6146882    
         480 	  0.4955688     	  0.6153599    
         490 	  0.4935711     	  0.6179579    
         500 	  0.4960006     	  0.6140380    
         510 	  0.4939014     	  0.6169753    
         520 	  0.4971698     	  0.6145478    
         530 	  0.4961357     	  0.6147956    
         540 	  0.4949395     	  0.6150146    
         550 	  0.4955069     	  0.6139104    
         560 	  0.4940355     	  0.6170155    
         570 	  0.4928748     	  0.6179377    
         580 	  0.4974873     	  0.6141144    
         590 	  0.4959116     	  0.6159208    
         600 	  0.4964276     	  0.6151924    
         610 	  0.4982180     	  0.6131153    
         620 	  0.4997341     	  0.6139516    
         630 	  0.4983658     	  0.6136104    
         640 	  0.4951287     	  0.6131176    
         650 	  0.4937918     	  0.6161214    
         660 	  0.4976198     	  0.6141498    
         670 	  0.4953538     	  0.6155633    
         680 	  0.4967223     	  0.6140881    
         690 	  0.4937527     	  0.6152081    
         700 	  0.4985385     	  0.6139648    
         710 	  0.4986041     	  0.6153461    
         720 	  0.4956987     	  0.6153834    
         730 	  0.4950720     	  0.6141019    
         740 	  0.4979938     	  0.6136450    
         750 	  0.4937942     	  0.6161425    
         760 	  0.4953217     	  0.6156051    
         770 	  0.4962907     	  0.6138368    
         780 	  0.4941384     	  0.6164525    
         790 	  0.4973245     	  0.6140610    
         800 	  0.4950371     	  0.6161811    
         810 	  0.4943237     	  0.6150094    
         820 	  0.4954917     	  0.6152047    
         830 	  0.4941847     	  0.6175085    
         840 	  0.4993152     	  0.6141648    
         850 	  0.4975516     	  0.6137441    
         860 	  0.4967403     	  0.6158454    
         870 	  0.4964938     	  0.6133987    
         880 	  0.4997287     	  0.6136639    
         890 	  0.4971540     	  0.6149708    
         900 	  0.4958839     	  0.6147829    
         910 	  0.4949318     	  0.6160600    
         920 	  0.4982224     	  0.6153347    
         930 	  0.4959330     	  0.6151118    
         940 	  0.4942738     	  0.6184313    
         950 	  0.4986179     	  0.6136646    
         960 	  0.4962038     	  0.6156461    
         970 	  0.4986700     	  0.6135897    
         980 	  0.4977061     	  0.6147364    
         990 	  0.4965612     	  0.6146614    
        1000 	  0.4975699     	  0.6127051    
        1010 	  0.4962881     	  0.6152130    
        1020 	  0.4967802     	  0.6156511    
        1030 	  0.4975466     	  0.6147078    
        1040 	  0.4957747     	  0.6167001    
        1050 	  0.4943376     	  0.6168428    
        1060 	  0.4970824     	  0.6148683    
        1070 	  0.5010633     	  0.6131385    
        1080 	  0.4977458     	  0.6157477    
        1090 	  0.4945891     	  0.6187028    
        1100 	  0.4980698     	  0.6165622    
        1110 	  0.5000134     	  0.6131013    
        1120 	  0.4967407     	  0.6151881    
        1130 	  0.4958775     	  0.6149260    
        1140 	  0.5004498     	  0.6139669    
        1150 	  0.4993537     	  0.6137378    
        1160 	  0.4978270     	  0.6146708    
        1170 	  0.4984323     	  0.6137255    
        1180 	  0.4968523     	  0.6151844    
        1190 	  0.4977962     	  0.6140285    
        1200 	  0.5008975     	  0.6136938    
        1210 	  0.4964090     	  0.6154621    
        1220 	  0.4997999     	  0.6139058    
        1230 	  0.4978511     	  0.6142164    
        1240 	  0.4984201     	  0.6135384    
        1250 	  0.4949399     	  0.6155466    
        1260 	  0.4953405     	  0.6143866    
        1270 	  0.4950887     	  0.6166441    
        1280 	  0.4985647     	  0.6162599    
        1290 	  0.4991344     	  0.6136587    
        1300 	  0.4941308     	  0.6173223    
        1310 	  0.4963500     	  0.6149454    
        1320 	  0.4988661     	  0.6150115    
        1330 	  0.4979411     	  0.6157628    
        1340 	  0.4968850     	  0.6154640    
        1350 	  0.4959376     	  0.6144679    
        1360 	  0.4970216     	  0.6126162    
        1370 	  0.4966229     	  0.6162202    
        1380 	  0.5003458     	  0.6123427    
        1390 	  0.4979796     	  0.6131317    
        1400 	  0.4968738     	  0.6155244    
        1410 	  0.4968259     	  0.6134635    
        1420 	  0.4964344     	  0.6165313    
        1430 	  0.4974698     	  0.6161578    
        1440 	  0.4947810     	  0.6156380    
        1450 	  0.4982315     	  0.6143296    
        1460 	  0.4959819     	  0.6142555    
        1470 	  0.4942524     	  0.6154763    
        1480 	  0.4967069     	  0.6136323    
        1490 	  0.4970472     	  0.6146631    
        1500 	  0.4948515     	  0.6151212    
        1510 	  0.4971993     	  0.6159518    
        1520 	  0.4957493     	  0.6156427    
        1530 	  0.4967472     	  0.6172646    
        1540 	  0.4977092     	  0.6137612    
        1550 	  0.4945596     	  0.6164186    
        1560 	  0.4940539     	  0.6159406    
        1570 	  0.4963662     	  0.6151733    
        1580 	  0.4945641     	  0.6162915    
        1590 	  0.4961129     	  0.6157592    
        1600 	  0.4974789     	  0.6145557    
        1610 	  0.4959198     	  0.6154629    
        1620 	  0.4954343     	  0.6164447    
        1630 	  0.4955449     	  0.6143796    
        1640 	  0.4971442     	  0.6142221    
        1650 	  0.4982221     	  0.6132528    
        1660 	  0.4983852     	  0.6136345    
        1670 	  0.4996493     	  0.6139675    
        1680 	  0.4998296     	  0.6128281    
        1690 	  0.4966703     	  0.6138172    
        1700 	  0.4915149     	  0.6164408    
        1710 	  0.4962866     	  0.6144307    
        1720 	  0.4949695     	  0.6154100    
        1730 	  0.4980335     	  0.6144969    
        1740 	  0.4982825     	  0.6154009    
        1750 	  0.4980476     	  0.6156363    
        1760 	  0.5000849     	  0.6124631    
        1770 	  0.5005967     	  0.6134248    
        1780 	  0.5000261     	  0.6143933    
        1790 	  0.4948276     	  0.6166118    
        1800 	  0.4976632     	  0.6126060    
        1810 	  0.4964474     	  0.6158352    
        1820 	  0.4964675     	  0.6150528    
        1830 	  0.4956961     	  0.6161755    
        1840 	  0.4968076     	  0.6140963    
        1850 	  0.4956722     	  0.6152790    
        1860 	  0.4968328     	  0.6161224    
        1870 	  0.4954888     	  0.6168018    
        1880 	  0.4961020     	  0.6151683    
        1890 	  0.4983986     	  0.6139092    
        1900 	  0.5008211     	  0.6123262    
        1910 	  0.4991714     	  0.6129045    
        1920 	  0.4983858     	  0.6130133    
        1930 	  0.4946169     	  0.6154592    
        1940 	  0.4957684     	  0.6159781    
        1950 	  0.5006849     	  0.6133775    
        1960 	  0.4967699     	  0.6166121    
        1970 	  0.5003126     	  0.6143305    
        1980 	  0.4992091     	  0.6137232    
        1990 	  0.4966690     	  0.6137560    
        2000 	  0.4973826     	  0.6131666    
        2010 	  0.5005561     	  0.6111349    
        2020 	  0.4976742     	  0.6141699    
        2030 	  0.4970163     	  0.6136394    
        2040 	  0.4985779     	  0.6146336    
        2050 	  0.4981579     	  0.6147482    
        2060 	  0.4955007     	  0.6160450    
        2070 	  0.4966102     	  0.6141890    
        2080 	  0.4977930     	  0.6144788    
        2090 	  0.4959697     	  0.6158484    
        2100 	  0.4968216     	  0.6153908    
        2110 	  0.4981098     	  0.6148849    
        2120 	  0.4957849     	  0.6147524    
        2130 	  0.4978263     	  0.6134267    
        2140 	  0.4995478     	  0.6125700    
        2150 	  0.4989707     	  0.6138520    
        2160 	  0.4984347     	  0.6133937    
        2170 	  0.4973974     	  0.6155565    
        2180 	  0.4997650     	  0.6142991    
        2190 	  0.4983250     	  0.6152958    
        2200 	  0.4989659     	  0.6143258    
        2210 	  0.4976670     	  0.6149693    
        2220 	  0.5011517     	  0.6121889    
        2230 	  0.4962560     	  0.6166341    
        2240 	  0.4985948     	  0.6136313    
        2250 	  0.5005533     	  0.6128062    
        2260 	  0.4983532     	  0.6123201    
        2270 	  0.4987417     	  0.6154250    
        2280 	  0.5015032     	  0.6111436    
        2290 	  0.4993953     	  0.6144114    
        2300 	  0.5009445     	  0.6131480    
        2310 	  0.5003220     	  0.6153024    
        2320 	  0.4959715     	  0.6159372    
        2330 	  0.4977814     	  0.6159328    
        2340 	  0.5001644     	  0.6133283    
        2350 	  0.4962982     	  0.6145601    
        2360 	  0.4999896     	  0.6127973    
        2370 	  0.4963588     	  0.6145112    
        2380 	  0.4982844     	  0.6151876    
        2390 	  0.5001242     	  0.6136714    
        2400 	  0.5009027     	  0.6120586    
        2410 	  0.4988013     	  0.6135551    
        2420 	  0.4987472     	  0.6124617    
        2430 	  0.4982301     	  0.6147795    
        2440 	  0.4953977     	  0.6167257    
        2450 	  0.4948165     	  0.6175265    
