           1 	   1.277537     	  0.5561759    
          10 	  0.4915712     	  0.5435036    
          20 	  0.4791226     	  0.5713796    
          30 	  0.4754493     	  0.5579956    
          40 	  0.4991261     	  0.5407766    
          50 	  0.5202065     	  0.5260993    
          60 	  0.4679924     	  0.5722418    
          70 	  0.5375757     	  0.4974925    
          80 	  0.4943093     	  0.5415285    
          90 	  0.5123502     	  0.5318607    
         100 	  0.5059241     	  0.5219969    
         110 	  0.4956888     	  0.5189728    
         120 	  0.4741285     	  0.5387352    
         130 	  0.5063208     	  0.5104966    
         140 	  0.4814919     	  0.5542849    
         150 	  0.4622563     	  0.5699922    
         160 	  0.4622069     	  0.5550886    
         170 	  0.4916631     	  0.5441770    
         180 	  0.4892663     	  0.5410970    
         190 	  0.4674648     	  0.5792485    
         200 	  0.4524451     	  0.5614009    
         210 	  0.4672808     	  0.5702731    
         220 	  0.4430303     	  0.5776178    
         230 	  0.5231009     	  0.5031945    
         240 	  0.4759654     	  0.5635609    
         250 	  0.4756708     	  0.5791579    
         260 	  0.4814033     	  0.5667653    
         270 	  0.4735862     	  0.5938145    
         280 	  0.4364103     	  0.5643229    
         290 	  0.4868343     	  0.5319048    
         300 	  0.4816222     	  0.5339901    
         310 	  0.4813673     	  0.5480235    
         320 	  0.4786376     	  0.5651973    
         330 	  0.4414122     	  0.5843430    
         340 	  0.4914528     	  0.5346183    
         350 	  0.4865193     	  0.5431865    
         360 	  0.4902881     	  0.5630856    
         370 	  0.4781250     	  0.5474377    
         380 	  0.5039132     	  0.5187824    
         390 	  0.5154582     	  0.5517377    
         400 	  0.4849999     	  0.5526943    
         410 	  0.5192276     	  0.5579875    
         420 	  0.5029062     	  0.5547077    
         430 	  0.5392159     	  0.5204511    
         440 	  0.5228982     	  0.5403959    
         450 	  0.5118806     	  0.5489501    
         460 	  0.5149460     	  0.5255171    
         470 	  0.5055128     	  0.5268630    
         480 	  0.4834250     	  0.5711401    
         490 	  0.5563508     	  0.5250232    
         500 	  0.4913209     	  0.5973929    
         510 	  0.4895381     	  0.5057188    
         520 	  0.5207182     	  0.5199324    
         530 	  0.4899136     	  0.5395188    
         540 	  0.4923835     	  0.5550392    
         550 	  0.4971696     	  0.5392013    
         560 	  0.4856220     	  0.5312358    
         570 	  0.4815982     	  0.5219540    
         580 	  0.4587126     	  0.5709399    
         590 	  0.4794453     	  0.5301538    
         600 	  0.4663572     	  0.5566294    
         610 	  0.5417805     	  0.4952388    
         620 	  0.5004678     	  0.5429945    
         630 	  0.5173051     	  0.5571225    
         640 	  0.5218853     	  0.5233357    
         650 	  0.4913288     	  0.5596214    
         660 	  0.4829630     	  0.5748211    
         670 	  0.4952639     	  0.5347642    
         680 	  0.4818878     	  0.5316458    
         690 	  0.5252101     	  0.4893242    
         700 	  0.5440176     	  0.5368084    
         710 	  0.5044198     	  0.5275947    
         720 	  0.5024455     	  0.5612867    
         730 	  0.4880119     	  0.5611527    
         740 	  0.5210712     	  0.5478501    
         750 	  0.5125607     	  0.5420104    
         760 	  0.5255275     	  0.4931388    
         770 	  0.5129065     	  0.5208858    
         780 	  0.5138689     	  0.5409659    
         790 	  0.4912868     	  0.4879177    
         800 	  0.5084606     	  0.5271671    
         810 	  0.5088341     	  0.5474458    
         820 	  0.4732506     	  0.5511542    
         830 	  0.4639338     	  0.5417847    
         840 	  0.5103300     	  0.4855486    
         850 	  0.5384061     	  0.5147577    
         860 	  0.4789883     	  0.5252156    
         870 	  0.4795178     	  0.5155767    
         880 	  0.4989015     	  0.5275087    
         890 	  0.5245898     	  0.5299577    
         900 	  0.5476220     	  0.5455796    
         910 	  0.5065469     	  0.5264750    
         920 	  0.4933802     	  0.5257634    
         930 	  0.4991151     	  0.5180952    
         940 	  0.5291153     	  0.5137039    
         950 	  0.4969197     	  0.5599093    
         960 	  0.4636996     	  0.5952538    
         970 	  0.5016900     	  0.5764365    
         980 	  0.4717549     	  0.5773312    
         990 	  0.4865064     	  0.5460685    
        1000 	  0.4892079     	  0.5592123    
        1010 	  0.4777779     	  0.5680729    
        1020 	  0.4642950     	  0.5849015    
