 -0.4753098     	           2
 -0.4545666     	           5
 -0.4338235     	          17
 -0.4130803     	          44
 -0.3923372     	         137
 -0.3715941     	         289
 -0.3508509     	         587
 -0.3301077     	        1062
 -0.3093646     	        1861
 -0.2886215     	        2740
 -0.2678783     	        3705
 -0.2471352     	        4419
 -0.2263920     	        4835
 -0.2056489     	        4970
 -0.1849057     	        5113
 -0.1641626     	        5457
 -0.1434194     	        5645
 -0.1226763     	        5860
 -0.1019332     	        5875
 -8.1190020E-02 	        6433
 -6.0446858E-02 	        6492
 -3.9703697E-02 	        6910
 -1.8960595E-02 	        7351
  1.7825663E-03 	        7183
  2.2525728E-02 	        6606
  4.3268859E-02 	        5461
  6.4011991E-02 	        3455
  8.4755182E-02 	        2691
  0.1054983     	        2564
  0.1262414     	        2291
  0.1469846     	        2131
  0.1677277     	        2013
  0.1884708     	        1932
  0.2092140     	        1863
  0.2299572     	        1695
  0.2507003     	        1604
  0.2714435     	        1566
  0.2921866     	        1482
  0.3129297     	        1473
  0.3336729     	        1375
  0.3544161     	        1290
  0.3751592     	        1170
  0.3959024     	        1162
  0.4166455     	        1098
  0.4373886     	        1035
  0.4581318     	        1025
  0.4788749     	        1018
  0.4996181     	         935
  0.5203612     	         905
  0.5411044     	         910
  0.5618475     	         791
  0.5825906     	         810
  0.6033338     	         812
  0.6240770     	         717
  0.6448202     	         735
  0.6655633     	         695
  0.6863064     	         685
  0.7070495     	         619
  0.7277927     	         591
  0.7485359     	         581
  0.7692791     	         480
  0.7900222     	         476
  0.8107652     	         441
  0.8315083     	         436
  0.8522515     	         387
  0.8729946     	         348
  0.8937379     	         291
  0.9144810     	         280
  0.9352241     	         230
  0.9559672     	         219
  0.9767104     	         190
  0.9974535     	         181
   1.018197     	         176
   1.038940     	         132
   1.059683     	         120
   1.080426     	          97
   1.101169     	          78
   1.121912     	          78
   1.142656     	          67
   1.163399     	          52
   1.184142     	          55
   1.204885     	          43
   1.225628     	          32
   1.246371     	          20
   1.267115     	          12
   1.287858     	          15
   1.308601     	          14
   1.329344     	           5
   1.350087     	           3
   1.370830     	           5
   1.391573     	           3
   1.412317     	           2
   1.433060     	           2
   1.453803     	           1
   1.474546     	           1
   1.495289     	           2
   1.516032     	           2
   1.536776     	           2
   1.557519     	           1
   1.578262     	           2
