 -0.4753098     	           0
 -0.4545666     	           0
 -0.4338235     	           0
 -0.4130803     	           0
 -0.3923372     	           0
 -0.3715941     	           0
 -0.3508509     	           0
 -0.3301077     	           0
 -0.3093646     	           0
 -0.2886215     	           0
 -0.2678783     	           0
 -0.2471352     	           0
 -0.2263920     	           0
 -0.2056489     	           0
 -0.1849057     	           0
 -0.1641626     	           0
 -0.1434194     	           1
 -0.1226763     	           1
 -0.1019332     	           0
 -8.1190020E-02 	           0
 -6.0446858E-02 	           4
 -3.9703697E-02 	          15
 -1.8960595E-02 	          74
  1.7825663E-03 	         344
  2.2525728E-02 	        1799
  4.3268859E-02 	       33048
  6.4011991E-02 	      179015
  8.4755182E-02 	       10246
  0.1054983     	          92
  0.1262414     	           1
  0.1469846     	           1
  0.1677277     	           0
  0.1884708     	           0
  0.2092140     	           0
  0.2299572     	           0
  0.2507003     	           0
  0.2714435     	           0
  0.2921866     	           0
  0.3129297     	           0
  0.3336729     	           0
  0.3544161     	           0
  0.3751592     	           0
  0.3959024     	           0
  0.4166455     	           0
  0.4373886     	           0
  0.4581318     	           0
  0.4788749     	           0
  0.4996181     	           0
  0.5203612     	           0
  0.5411044     	           0
  0.5618475     	           0
  0.5825906     	           0
  0.6033338     	           0
  0.6240770     	           0
  0.6448202     	           0
  0.6655633     	           0
  0.6863064     	           0
  0.7070495     	           0
  0.7277927     	           0
  0.7485359     	           0
  0.7692791     	           0
  0.7900222     	           0
  0.8107652     	           0
  0.8315083     	           0
  0.8522515     	           0
  0.8729946     	           0
  0.8937379     	           0
  0.9144810     	           0
  0.9352241     	           0
  0.9559672     	           0
  0.9767104     	           0
  0.9974535     	           0
   1.018197     	           0
   1.038940     	           0
   1.059683     	           0
   1.080426     	           0
   1.101169     	           0
   1.121912     	           0
   1.142656     	           0
   1.163399     	           0
   1.184142     	           0
   1.204885     	           0
   1.225628     	           0
   1.246371     	           0
   1.267115     	           0
   1.287858     	           0
   1.308601     	           0
   1.329344     	           0
   1.350087     	           0
   1.370830     	           0
   1.391573     	           0
   1.412317     	           0
   1.433060     	           0
   1.453803     	           0
   1.474546     	           0
   1.495289     	           0
   1.516032     	           0
   1.536776     	           0
   1.557519     	           0
   1.578262     	           0
