       1,  -0.017,  -0.017,  -0.017,  -0.018,  -0.024,  -0.031,  -0.028,  -0.038,  -0.111
       2,   0.641,   0.641,   0.641,   0.693,   0.793,   0.862,   0.898,   0.863,   0.790
       3,   0.008,   0.008,   0.008,   0.010,   0.013,   0.018,   0.029,   0.053,  -0.081
       4,   0.018,   0.018,   0.018,   0.024,   0.028,   0.031,   0.052,   0.057,  -0.008
       5,  -0.445,  -0.445,  -0.445,  -0.481,  -0.544,  -0.585,  -0.596,  -0.321,   0.016
       6,  -0.022,  -0.022,  -0.022,  -0.023,  -0.028,  -0.034,  -0.053,   0.003,   0.030
       7,   0.713,   0.713,   0.713,   0.764,   0.804,   0.841,   0.879,   0.826,   0.727
       8,  -0.018,  -0.018,  -0.018,  -0.022,  -0.029,  -0.033,  -0.046,  -0.010,  -0.112
       9,  -0.013,  -0.013,  -0.013,  -0.014,  -0.017,  -0.020,  -0.024,  -0.051,  -0.018
      10,  -0.458,  -0.458,  -0.458,  -0.499,  -0.554,  -0.595,  -0.603,  -0.312,  -0.009
      11,   0.031,   0.031,   0.031,   0.034,   0.041,   0.045,   0.090,  -0.024,  -0.049
      12,   0.718,   0.718,   0.718,   0.773,   0.820,   0.856,   0.893,   0.857,   0.777
      13,  -0.028,  -0.028,  -0.028,  -0.031,  -0.042,  -0.045,  -0.069,  -0.057,  -0.062
      14,  -0.002,  -0.002,  -0.002,  -0.001,  -0.003,  -0.004,  -0.012,   0.017,  -0.052
      15,   0.005,   0.005,   0.005,   0.007,   0.009,   0.009,  -0.002,   0.067,   0.073
      16,   0.742,   0.742,   0.742,   0.796,   0.834,   0.866,   0.900,   0.861,   0.780
      17,   0.715,   0.715,   0.715,   0.768,   0.809,   0.843,   0.878,   0.829,   0.738
      18,   0.011,   0.011,   0.011,   0.012,   0.017,   0.018,   0.033,   0.027,   0.015
      19,  -0.026,  -0.026,  -0.026,  -0.028,  -0.031,  -0.036,  -0.046,   0.001,  -0.012
      20,  -0.008,  -0.008,  -0.008,  -0.011,  -0.014,  -0.015,  -0.028,  -0.026,  -0.098
      21,  -0.020,  -0.020,  -0.020,  -0.020,  -0.022,  -0.026,  -0.044,  -0.076,  -0.015
      22,   0.006,   0.006,   0.006,   0.007,   0.012,   0.011,   0.021,  -0.020,   0.058
      23,  -0.351,  -0.351,  -0.351,  -0.406,  -0.544,  -0.618,  -0.643,  -0.408,  -0.128
      24,   0.743,   0.743,   0.743,   0.793,   0.829,   0.858,   0.892,   0.855,   0.773
      25,  -0.466,  -0.466,  -0.466,  -0.518,  -0.568,  -0.604,  -0.641,  -0.411,  -0.139
      26,  -0.016,  -0.016,  -0.016,  -0.019,  -0.024,  -0.032,  -0.038,  -0.117,  -0.109
      27,   0.007,   0.007,   0.007,   0.007,   0.010,   0.010,   0.014,  -0.001,  -0.016
      28,  -0.012,  -0.012,  -0.012,  -0.013,  -0.014,  -0.016,  -0.020,  -0.131,  -0.259
      29,  -0.012,  -0.012,  -0.012,  -0.014,  -0.019,  -0.022,  -0.028,  -0.072,  -0.038
      30,  -0.022,  -0.022,  -0.022,  -0.025,  -0.034,  -0.038,  -0.056,   0.015,   0.001
      31,  -0.011,  -0.011,  -0.011,  -0.012,  -0.022,  -0.025,  -0.038,  -0.031,   0.016
      32,  -0.002,  -0.002,  -0.002,  -0.002,  -0.008,  -0.010,  -0.017,  -0.005,  -0.070
      33,   0.749,   0.749,   0.749,   0.798,   0.831,   0.861,   0.897,   0.860,   0.787
      34,  -0.307,  -0.307,  -0.307,  -0.338,  -0.441,  -0.523,  -0.721,  -0.701,  -0.599
      35,  -0.012,  -0.012,  -0.012,  -0.015,  -0.010,  -0.014,  -0.019,  -0.082,  -0.005
      36,   0.719,   0.719,   0.719,   0.775,   0.823,   0.857,   0.894,   0.857,   0.791
      37,   0.725,   0.725,   0.725,   0.778,   0.818,   0.851,   0.889,   0.852,   0.777
      38,  -0.468,  -0.468,  -0.468,  -0.520,  -0.578,  -0.610,  -0.637,  -0.381,  -0.126
      39,   0.733,   0.733,   0.733,   0.790,   0.833,   0.863,   0.895,   0.859,   0.772
      40,  -0.004,  -0.004,  -0.004,  -0.004,  -0.005,  -0.008,  -0.002,  -0.031,  -0.039
      41,  -0.018,  -0.018,  -0.018,  -0.021,  -0.025,  -0.029,  -0.041,  -0.091,   0.000
      42,   0.739,   0.739,   0.739,   0.790,   0.828,   0.857,   0.889,   0.839,   0.753
      43,  -0.150,  -0.150,  -0.150,  -0.168,  -0.202,  -0.247,  -0.204,   0.028,   0.297
      44,  -0.018,  -0.018,  -0.018,  -0.019,  -0.025,  -0.027,  -0.034,  -0.003,  -0.057
      45,   0.019,   0.019,   0.019,   0.021,   0.025,   0.026,   0.043,   0.045,  -0.068
      46,   0.725,   0.725,   0.725,   0.777,   0.815,   0.848,   0.883,   0.833,   0.729
      47,  -0.036,  -0.036,  -0.036,  -0.041,  -0.059,  -0.067,  -0.084,  -0.089,  -0.112
      48,   0.005,   0.005,   0.005,   0.006,   0.009,   0.008,   0.019,   0.078,   0.024
      49,  -0.034,  -0.034,  -0.034,  -0.035,  -0.045,  -0.044,  -0.074,  -0.061,  -0.001
      50,  -0.021,  -0.021,  -0.021,  -0.024,  -0.032,  -0.035,  -0.044,  -0.048,  -0.087
      51,  -0.012,  -0.012,  -0.012,  -0.013,  -0.016,  -0.017,  -0.021,   0.015,  -0.060
      52,  -0.005,  -0.005,  -0.005,  -0.006,  -0.010,  -0.014,  -0.023,  -0.028,   0.003
      53,  -0.013,  -0.013,  -0.013,  -0.014,  -0.020,  -0.024,  -0.029,   0.002,  -0.093
      54,   0.023,   0.023,   0.023,   0.026,   0.034,   0.038,   0.042,   0.064,   0.045
      55,  -0.043,  -0.043,  -0.043,  -0.050,  -0.067,  -0.076,  -0.111,  -0.148,  -0.004
      56,  -0.007,  -0.007,  -0.007,  -0.008,  -0.010,  -0.010,  -0.005,  -0.031,  -0.040
      57,  -0.003,  -0.003,  -0.003,  -0.003,  -0.004,  -0.005,   0.001,  -0.017,   0.006
      58,   0.734,   0.734,   0.734,   0.789,   0.833,   0.862,   0.900,   0.867,   0.798
      59,   0.719,   0.719,   0.719,   0.773,   0.813,   0.845,   0.883,   0.840,   0.760
      60,  -0.421,  -0.421,  -0.421,  -0.461,  -0.536,  -0.586,  -0.629,  -0.381,  -0.115
      61,  -0.002,  -0.002,  -0.002,  -0.001,  -0.004,  -0.006,  -0.025,   0.004,  -0.049
      62,  -0.014,  -0.014,  -0.014,  -0.017,  -0.020,  -0.023,  -0.032,   0.005,   0.091
      63,   0.729,   0.729,   0.729,   0.779,   0.818,   0.852,   0.887,   0.847,   0.764
      64,   0.002,   0.002,   0.002,   0.002,   0.002,   0.002,   0.012,  -0.013,   0.038
      65,   0.733,   0.733,   0.733,   0.784,   0.820,   0.854,   0.886,   0.843,   0.767
      66,  -0.073,  -0.073,  -0.073,  -0.082,  -0.106,  -0.125,  -0.166,  -0.243,  -0.304
      67,  -0.249,  -0.249,  -0.249,  -0.282,  -0.371,  -0.428,  -0.573,  -0.567,  -0.425
      68,  -0.232,  -0.232,  -0.232,  -0.263,  -0.378,  -0.441,  -0.660,  -0.644,  -0.421
      69,  -0.022,  -0.022,  -0.022,  -0.023,  -0.034,  -0.039,  -0.061,  -0.029,  -0.037
      70,  -0.416,  -0.416,  -0.416,  -0.475,  -0.562,  -0.613,  -0.639,  -0.389,  -0.090
      71,   0.021,   0.021,   0.021,   0.024,   0.035,   0.042,   0.064,   0.055,  -0.141
      72,  -0.000,  -0.000,  -0.000,  -0.002,   0.002,   0.000,   0.016,  -0.013,   0.030
      73,   0.738,   0.738,   0.738,   0.794,   0.832,   0.862,   0.898,   0.860,   0.775
      74,   0.017,   0.017,   0.017,   0.018,   0.024,   0.026,   0.030,  -0.043,  -0.063
      75,  -0.010,  -0.010,  -0.010,  -0.013,  -0.014,  -0.020,  -0.033,   0.020,   0.001
      76,  -0.009,  -0.009,  -0.009,  -0.010,  -0.014,  -0.017,  -0.025,  -0.043,  -0.031
      77,  -0.366,  -0.366,  -0.366,  -0.388,  -0.358,  -0.365,  -0.315,  -0.026,   0.284
      78,   0.741,   0.741,   0.741,   0.797,   0.833,   0.866,   0.899,   0.859,   0.780
      79,  -0.059,  -0.059,  -0.059,  -0.067,  -0.093,  -0.106,  -0.144,  -0.248,  -0.211
      80,  -0.046,  -0.046,  -0.046,  -0.048,  -0.065,  -0.079,  -0.099,  -0.144,  -0.037
      81,  -0.021,  -0.021,  -0.021,  -0.024,  -0.031,  -0.035,  -0.051,  -0.030,  -0.050
      82,  -0.015,  -0.015,  -0.015,  -0.017,  -0.026,  -0.036,  -0.044,  -0.017,  -0.093
      83,   0.728,   0.728,   0.728,   0.785,   0.832,   0.863,   0.899,   0.858,   0.768
      84,   0.733,   0.733,   0.733,   0.783,   0.818,   0.852,   0.888,   0.845,   0.760
      85,  -0.026,  -0.026,  -0.026,  -0.030,  -0.040,  -0.045,  -0.058,  -0.045,   0.024
      86,   0.742,   0.742,   0.742,   0.794,   0.829,   0.859,   0.894,   0.852,   0.754
      87,   0.028,   0.028,   0.028,   0.030,   0.038,   0.044,   0.069,   0.111,   0.097
      88,   0.737,   0.737,   0.737,   0.793,   0.831,   0.861,   0.893,   0.851,   0.749
      89,   0.023,   0.023,   0.023,   0.026,   0.038,   0.043,   0.054,   0.046,  -0.005
      90,  -0.024,  -0.024,  -0.024,  -0.026,  -0.031,  -0.038,  -0.044,  -0.025,  -0.087
      91,  -0.019,  -0.019,  -0.019,  -0.023,  -0.027,  -0.032,  -0.046,  -0.015,  -0.035
      92,  -0.179,  -0.179,  -0.179,  -0.205,  -0.267,  -0.291,  -0.297,  -0.216,  -0.138
      93,   0.734,   0.734,   0.734,   0.790,   0.835,   0.865,   0.900,   0.862,   0.792
      94,   0.717,   0.717,   0.717,   0.768,   0.811,   0.847,   0.881,   0.838,   0.764
      95,   0.717,   0.717,   0.717,   0.773,   0.818,   0.854,   0.893,   0.853,   0.791
      96,   0.727,   0.727,   0.727,   0.785,   0.828,   0.859,   0.895,   0.854,   0.762
      97,  -0.014,  -0.014,  -0.014,  -0.015,  -0.017,  -0.016,  -0.018,  -0.051,  -0.104
      98,  -0.010,  -0.010,  -0.010,  -0.013,  -0.015,  -0.018,  -0.012,   0.014,  -0.083
      99,  -0.149,  -0.149,  -0.149,  -0.170,  -0.265,  -0.301,  -0.311,  -0.219,  -0.043
     100,   0.019,   0.019,   0.019,   0.021,   0.028,   0.033,   0.040,   0.001,   0.024
