           1 	   247509.6    
           2 	   24563.23    
           3 	   10289.98    
           4 	   8290.971    
           5 	   8055.508    
           6 	   8074.829    
           7 	   8025.560    
           8 	   8039.843    
           9 	   7955.383    
          10 	   7776.690    
          11 	   7895.933    
          12 	   8028.064    
          13 	   7909.577    
          14 	   7945.269    
          15 	   7832.774    
          16 	   7900.971    
          17 	   7951.619    
          18 	   8006.384    
          19 	   8168.500    
          20 	   8085.919    
          21 	   8043.803    
          22 	   8092.128    
          23 	   8140.285    
          24 	   8133.980    
          25 	   8078.028    
          26 	   8033.260    
          27 	   7961.820    
          28 	   7982.338    
          29 	   7967.830    
          30 	   7966.496    
          31 	   8043.052    
          32 	   8071.274    
          33 	   8063.392    
          34 	   8152.901    
          35 	   8154.817    
          36 	   8111.961    
          37 	   8117.741    
          38 	   8105.652    
          39 	   8027.416    
          40 	   7985.090    
          41 	   8043.461    
          42 	   7991.909    
          43 	   7974.607    
          44 	   8004.706    
          45 	   7965.102    
          46 	   7950.819    
          47 	   7903.054    
          48 	   7931.739    
          49 	   7978.294    
          50 	   8011.425    
          51 	   8023.888    
          52 	   8053.819    
          53 	   7932.203    
          54 	   8001.830    
          55 	   8089.298    
          56 	   8104.782    
          57 	   8080.002    
          58 	   8121.636    
          59 	   8073.542    
          60 	   8122.077    
          61 	   7990.815    
          62 	   8025.618    
          63 	   8020.874    
          64 	   8111.542    
          65 	   8164.124    
          66 	   8125.526    
          67 	   8146.874    
          68 	   8179.012    
          69 	   8236.854    
          70 	   8181.533    
          71 	   8135.081    
          72 	   8196.338    
          73 	   8123.859    
          74 	   8146.258    
          75 	   8215.284    
          76 	   8173.273    
          77 	   8161.034    
          78 	   8183.787    
          79 	   8172.203    
          80 	   8161.015    
          81 	   8155.792    
          82 	   8188.882    
          83 	   8182.786    
          84 	   8234.399    
          85 	   8204.060    
          86 	   8260.952    
          87 	   8200.511    
          88 	   8249.145    
          89 	   8183.209    
          90 	   8193.996    
          91 	   8132.663    
          92 	   8048.317    
          93 	   8067.091    
          94 	   8075.826    
          95 	   8040.752    
          96 	   8060.685    
          97 	   7978.854    
          98 	   8050.344    
          99 	   8119.817    
         100 	   8055.387    
         101 	   8152.994    
         102 	   8092.954    
         103 	   8170.524    
         104 	   8096.566    
         105 	   8153.062    
         106 	   8151.250    
         107 	   8076.605    
         108 	   8137.756    
         109 	   8099.548    
         110 	   8173.495    
         111 	   8106.278    
         112 	   8116.529    
         113 	   7986.333    
         114 	   8026.890    
         115 	   8013.270    
         116 	   8093.606    
         117 	   8111.385    
         118 	   8080.360    
         119 	   8100.301    
         120 	   8066.688    
         121 	   8062.325    
         122 	   8005.055    
         123 	   8037.206    
         124 	   8009.267    
         125 	   7962.187    
         126 	   7985.014    
         127 	   7970.715    
         128 	   7963.670    
         129 	   7922.182    
         130 	   7974.174    
         131 	   7961.750    
         132 	   8002.992    
         133 	   8007.764    
         134 	   8033.683    
         135 	   8058.854    
         136 	   8063.146    
         137 	   8034.543    
         138 	   8036.712    
         139 	   8064.961    
         140 	   8015.092    
         141 	   7980.676    
         142 	   8086.485    
         143 	   8107.578    
         144 	   8028.832    
         145 	   8113.699    
         146 	   8025.232    
         147 	   8061.879    
         148 	   8027.151    
         149 	   7988.173    
         150 	   8015.612    
         151 	   8014.106    
         152 	   7959.326    
         153 	   8027.574    
         154 	   7927.138    
         155 	   8118.631    
         156 	   8007.204    
         157 	   8013.460    
         158 	   8009.371    
         159 	   8013.061    
         160 	   8101.319    
         161 	   8042.038    
         162 	   8140.165    
         163 	   8069.487    
         164 	   8028.084    
         165 	   8028.213    
         166 	   8071.647    
         167 	   8073.991    
         168 	   8149.058    
         169 	   8048.578    
         170 	   8076.008    
         171 	   8071.135    
         172 	   8014.802    
         173 	   8029.570    
         174 	   8041.924    
         175 	   8036.365    
         176 	   8078.711    
         177 	   8082.579    
         178 	   8122.580    
         179 	   8043.154    
         180 	   8067.558    
         181 	   7978.393    
         182 	   7972.739    
         183 	   8046.734    
         184 	   8011.438    
         185 	   8053.213    
         186 	   8052.157    
         187 	   8129.574    
         188 	   8020.113    
         189 	   8037.277    
         190 	   8048.233    
         191 	   8062.735    
         192 	   8105.749    
         193 	   8087.203    
         194 	   8098.460    
         195 	   8126.727    
         196 	   8135.768    
         197 	   8130.158    
         198 	   8102.914    
         199 	   8136.768    
         200 	   8150.142    
         201 	   8175.750    
         202 	   8122.207    
         203 	   8092.670    
         204 	   8155.795    
         205 	   8136.691    
         206 	   8047.744    
         207 	   8063.644    
         208 	   8131.538    
         209 	   8125.513    
         210 	   8150.689    
         211 	   8135.943    
         212 	   8132.608    
         213 	   8121.656    
         214 	   8117.386    
         215 	   8106.311    
         216 	   8141.265    
         217 	   8180.339    
         218 	   8084.954    
         219 	   8156.942    
         220 	   8128.093    
         221 	   8220.974    
         222 	   8138.024    
         223 	   8226.809    
         224 	   8235.495    
         225 	   8160.229    
         226 	   8198.980    
         227 	   8213.138    
         228 	   8213.157    
         229 	   8141.481    
         230 	   8148.882    
         231 	   8190.385    
         232 	   8138.782    
         233 	   8167.617    
         234 	   8165.169    
         235 	   8153.529    
         236 	   8152.144    
         237 	   8094.089    
         238 	   8039.119    
         239 	   8077.532    
         240 	   8070.066    
         241 	   8108.253    
         242 	   8027.904    
         243 	   8109.921    
         244 	   8151.544    
         245 	   8197.650    
         246 	   8130.088    
         247 	   8166.954    
         248 	   8133.948    
         249 	   8118.095    
         250 	   8093.690    
         251 	   8111.642    
         252 	   8081.953    
         253 	   8031.066    
         254 	   8139.746    
         255 	   8076.089    
         256 	   8059.137    
         257 	   8002.299    
         258 	   8028.008    
         259 	   8082.564    
         260 	   8060.361    
         261 	   8083.772    
         262 	   8089.950    
         263 	   8165.928    
         264 	   8151.694    
         265 	   8146.097    
         266 	   8210.125    
         267 	   8204.757    
         268 	   8214.263    
         269 	   8124.277    
         270 	   8107.235    
         271 	   8017.613    
         272 	   8096.622    
         273 	   8035.016    
         274 	   8172.353    
         275 	   8152.775    
         276 	   8171.394    
         277 	   8196.105    
         278 	   8120.805    
         279 	   8126.031    
         280 	   8102.946    
         281 	   8051.240    
         282 	   8099.570    
         283 	   8163.018    
         284 	   8164.309    
         285 	   8195.269    
         286 	   8166.451    
         287 	   8198.935    
         288 	   8220.659    
         289 	   8204.073    
         290 	   8194.588    
         291 	   8215.336    
         292 	   8165.290    
         293 	   8193.846    
         294 	   8145.126    
         295 	   8159.540    
         296 	   8182.957    
         297 	   8186.506    
         298 	   8179.076    
         299 	   8227.950    
         300 	   8178.064    
         301 	   8253.166    
         302 	   8221.926    
         303 	   8135.630    
         304 	   8156.391    
         305 	   8168.830    
         306 	   8142.750    
         307 	   8182.164    
         308 	   8223.923    
         309 	   8189.196    
         310 	   8222.624    
         311 	   8174.991    
         312 	   8163.692    
         313 	   8186.481    
         314 	   8172.355    
         315 	   8201.073    
         316 	   8245.220    
         317 	   8283.332    
         318 	   8283.170    
         319 	   8244.700    
         320 	   8235.005    
         321 	   8205.020    
         322 	   8197.720    
         323 	   8179.914    
         324 	   8160.447    
         325 	   8203.561    
         326 	   8258.052    
         327 	   8229.423    
         328 	   8231.223    
         329 	   8300.528    
         330 	   8218.100    
         331 	   8215.762    
         332 	   8194.157    
         333 	   8218.127    
         334 	   8184.302    
         335 	   8202.237    
         336 	   8204.860    
         337 	   8161.833    
         338 	   8108.486    
         339 	   8125.605    
         340 	   8170.516    
         341 	   8146.747    
         342 	   8128.397    
         343 	   8105.932    
         344 	   8158.960    
         345 	   8131.527    
         346 	   8110.841    
         347 	   8135.995    
         348 	   8137.882    
         349 	   8128.271    
         350 	   8105.843    
         351 	   8037.492    
         352 	   8140.845    
         353 	   8194.979    
         354 	   8118.661    
         355 	   8138.241    
         356 	   8044.144    
         357 	   8185.030    
         358 	   8029.609    
         359 	   8112.851    
         360 	   8067.872    
         361 	   8145.439    
         362 	   8127.344    
         363 	   8176.908    
         364 	   8153.236    
         365 	   8150.747    
         366 	   8123.708    
         367 	   8154.006    
         368 	   8088.816    
         369 	   8088.906    
         370 	   8178.730    
         371 	   8149.182    
         372 	   8139.719    
         373 	   8109.059    
         374 	   8081.320    
         375 	   8041.455    
         376 	   8091.180    
         377 	   8138.611    
         378 	   8123.519    
         379 	   8162.435    
         380 	   8227.730    
         381 	   8125.129    
         382 	   8142.574    
         383 	   8140.583    
         384 	   8142.873    
         385 	   8134.177    
         386 	   8199.015    
         387 	   8093.959    
         388 	   8085.128    
         389 	   8185.887    
         390 	   8247.961    
         391 	   8201.053    
         392 	   8162.939    
         393 	   8156.352    
         394 	   8180.665    
         395 	   8217.937    
         396 	   8192.477    
         397 	   8125.375    
         398 	   8210.281    
         399 	   8130.064    
         400 	   8245.650    
         401 	   8237.202    
         402 	   8208.869    
