       1, 89.8928, 91.4903, 88.7995, 89.7067, 89.1565, 90.5621, 90.0440, 90.0274, 89.6223, 89.9803, 90.7569, 92.3160, 93.5100, 88.1850, 91.9084, 88.9746
      10, 90.6956, 93.1058, 89.1223, 92.5060, 90.7503, 88.4411, 90.1455, 90.9806, 93.0755, 92.6619, 89.9528, 90.4551, 88.5464, 92.1610, 90.1236, 86.7371
      20, 90.8197, 89.4650, 88.6227, 92.5762, 90.7553, 89.0615, 90.3399, 92.0061, 89.9869, 91.6004, 89.7066, 89.4994, 88.5116, 87.0300, 94.0232, 88.0918
      30, 89.6105, 90.0211, 91.8462, 91.1252, 92.2870, 92.6464, 92.8048, 90.5866, 92.6425, 91.7940, 89.5208, 88.1265, 90.0956, 88.7398, 90.5255, 88.5179
      40, 87.6680, 85.3359, 87.7072, 88.6948, 89.2404, 87.9066, 94.3915, 90.3534, 90.2866, 89.5602, 86.5405, 86.9635, 90.0240, 90.3859, 88.8422, 87.9292
      50, 89.6273, 89.6764, 89.9243, 89.2637, 91.6838, 88.8298, 95.0210, 91.8026, 91.1146, 92.0440, 89.3386, 90.3112, 89.3884, 93.0116, 88.7315, 90.3856
      60, 88.2962, 86.7805, 89.8661, 88.9072, 95.1526, 88.7041, 93.6417, 89.9879, 90.1273, 90.8941, 91.8076, 87.7066, 89.7915, 91.6520, 89.2500, 89.3617
      70, 88.4689, 90.5763, 90.5138, 88.4040, 92.7338, 89.7471, 89.7419, 89.6062, 88.5493, 87.1154, 88.7999, 91.7455, 87.8025, 92.7894, 89.1237, 89.9368
      80, 87.6314, 91.8205, 89.8904, 88.6871, 91.0773, 90.1938, 89.2952, 90.7118, 88.8753, 89.0271, 88.5524, 89.4562, 90.0437, 92.9310, 91.4373, 91.8974
      90, 90.4579, 93.1728, 89.5376, 89.3085, 92.0476, 91.1099, 90.3399, 88.9474, 89.7620, 88.6883, 89.5057, 90.4861, 90.0013, 95.4389, 92.8222, 93.2212
     100, 89.4111, 95.0534, 90.8768, 88.1383, 90.6617, 89.2763, 86.1726, 86.2408, 90.6563, 89.0297, 87.3330, 89.4370, 91.2190, 95.2361, 89.5483, 91.0402
     110, 89.9079, 94.0838, 87.5940, 90.9062, 92.5019, 89.0291, 91.0633, 87.2549, 89.6711, 88.7578, 88.2829, 86.7294, 89.2829, 96.0218, 90.1834, 92.2741
     120, 90.6275, 91.6782, 90.0096, 90.5487, 91.6312, 92.0327, 87.4877, 89.6899, 88.8378, 89.1239, 85.7837, 88.7096, 90.2898, 93.6653, 90.3706, 91.0547
     130, 90.0628, 92.8053, 91.1554, 90.9733, 93.0306, 90.0690, 87.7536, 87.2106, 90.5799, 89.1247, 90.2326, 88.1925, 88.7971, 92.8071, 90.5029, 91.9977
     140, 89.3693, 95.2650, 88.8610, 89.6888, 90.8940, 90.2456, 90.2304, 86.6499, 88.8756, 87.5710, 90.1259, 89.3880, 89.9814, 93.0966, 90.5328, 91.5997
     150, 90.4904, 93.2803, 90.2816, 89.4371, 93.4061, 89.5463, 88.0125, 87.6300, 90.1708, 88.1709, 88.6563, 88.2379, 91.8036, 92.9276, 91.7562, 92.4408
     160, 91.7356, 93.0333, 91.5114, 88.5018, 92.8415, 89.2829, 87.2912, 89.2844, 89.4725, 88.9438, 86.5188, 90.4862, 91.1813, 93.8644, 91.4568, 90.8914
     170, 90.5471, 90.8604, 91.1418, 89.1123, 91.8244, 89.5962, 88.2234, 86.8766, 89.4623, 89.1663, 84.3951, 88.0848, 90.1518, 92.7378, 90.1269, 90.2685
     180, 90.2027, 92.6672, 91.0977, 88.2301, 91.6812, 88.0891, 90.2217, 86.1007, 91.5063, 88.1942, 87.0953, 88.6686, 88.3575, 93.8741, 90.5671, 91.5705
     190, 91.5675, 92.6958, 88.1788, 89.2325, 92.8461, 89.6940, 90.5697, 87.4881, 88.3434, 87.9206, 85.3779, 87.9238, 87.8737, 94.9719, 91.9675, 91.0384
     200, 90.7105, 93.4142, 91.4438, 89.0886, 91.4627, 87.7210, 92.2724, 86.5548, 91.3535, 89.3287, 84.4312, 90.2478, 88.8269, 92.1153, 89.8610, 87.9984
     210, 88.8312, 90.6919, 89.4963, 89.5255, 90.6231, 87.8970, 88.1663, 87.1633, 89.3023, 88.4721, 87.2973, 86.8223, 88.5985, 91.8719, 91.0511, 89.6344
     220, 89.8740, 92.0978, 89.2846, 89.8770, 90.6420, 89.4073, 90.4328, 87.4268, 87.7082, 88.4021, 85.0584, 90.3191, 89.0807, 93.5979, 90.5534, 90.0476
     230, 88.4946, 89.2837, 91.0602, 89.6012, 89.1139, 89.8681, 90.9663, 86.9111, 88.7967, 87.8583, 83.5594, 88.2650, 89.9885, 94.2326, 91.5072, 91.8075
     240, 90.0831, 90.7981, 89.8655, 90.7679, 91.5254, 90.0022, 90.7734, 89.1281, 90.3839, 89.4860, 86.3392, 87.6741, 87.9512, 94.2554, 91.3935, 91.4472
     250, 90.2681, 91.4546, 89.9379, 89.2873, 91.8016, 89.0712, 90.3676, 89.2372, 89.1202, 88.6786, 85.8398, 87.7245, 90.0910, 93.6435, 92.4963, 91.0003
