       1, 90.3517, 90.5263, 91.5567, 92.6733, 86.0398, 99.5126, 91.2791, 85.3519, 91.1234, 90.5379, 80.2179, 93.6941, 96.0457, 85.7747, 96.6789, 93.4852
      10, 92.8737, 93.1048, 86.7142, 90.0498, 87.4878, 83.0180, 87.3245, 88.1132, 91.0877, 89.5695, 91.5384, 90.2323, 87.3664, 91.6252, 90.7008, 83.1987
      20, 92.9792, 88.2163, 86.6610, 87.4540, 95.9971, 90.3423, 90.9604, 96.2914, 89.9862, 95.2306, 90.0910, 88.4426, 88.5723, 94.5936, 90.8649, 84.4921
      30, 94.9171, 87.8835, 85.6384, 85.3759, 95.2116, 89.3849, 89.0028, 94.0486, 91.7063, 90.2359, 92.5511, 85.7325, 90.6164, 97.5648, 86.7508, 87.9880
      40, 92.5127, 85.4266, 82.7823, 83.5016, 91.0758, 87.5501, 98.9775, 89.6962, 96.5341, 92.1693, 88.7259, 81.9696, 91.1748, 95.6813, 85.0860, 88.5175
      50, 94.3728, 93.2511, 90.3319, 86.5881, 93.9067, 88.6553,102.2269, 94.7598,102.0230, 94.3524, 93.3420, 88.0718, 90.5605, 98.6154, 88.6595, 89.6123
      60, 93.5014, 89.7918, 89.7208, 84.2027, 93.8723, 81.3497, 96.8541, 88.8455, 89.7837, 90.8001, 93.8016, 84.9340, 91.4956, 96.3675, 85.4001, 88.2742
      70, 93.1510, 97.5852, 88.8195, 84.6081, 98.8169, 89.0331, 87.5061, 90.1993, 88.7830, 92.1391, 87.1683, 83.8780, 90.4698, 91.0011, 89.5763, 93.1373
      80, 92.0182, 92.9043, 89.5521, 87.4686, 90.9138, 90.0290, 84.0521, 90.2073, 90.1791, 91.2892, 87.3388, 83.8207, 91.1423, 90.9669, 89.8178, 94.4365
      90, 93.8812, 93.9138, 88.8687, 89.9587, 91.3677, 92.1853, 87.6787, 87.3710, 92.3160, 90.4129, 86.8123, 87.2837, 91.8382, 89.2107, 91.5529, 95.8007
     100, 94.0045,103.1740, 89.2432, 89.1164, 98.2108, 90.5308, 81.9731, 84.2837, 95.0987, 89.8278, 89.5439, 83.8247, 94.1527, 94.0341, 89.7850, 94.0970
     110, 92.5450, 96.9206, 88.2902, 91.5186, 92.5619, 85.1440, 86.2608, 86.6784, 87.4988, 89.0561, 89.1500, 80.1120, 90.9188, 97.8148, 87.4365, 95.9158
     120, 91.6776, 95.4352, 89.3792, 90.8329, 93.4854, 91.9624, 84.8541, 86.7574, 90.1241, 88.2591, 86.5173, 84.4812, 88.6372, 92.5642, 89.4230, 91.1632
     130, 90.4463, 94.7238, 89.1108, 90.1996, 98.6818, 88.3448, 80.2633, 86.2506, 93.7440, 94.9821, 89.9340, 77.3028, 86.1423, 95.6694, 84.6740, 94.1393
     140, 93.3722, 94.5301, 90.0408, 86.5512, 96.0149, 88.7263, 89.9474, 85.9477, 92.6756, 90.7151, 92.8089, 84.2958, 90.5213, 95.6353, 86.9257, 93.3486
     150, 90.9028, 95.9753, 88.0852, 87.9844, 97.6246, 88.9702, 82.0642, 89.2975, 94.4317, 94.1095, 89.6023, 77.2530, 91.7663, 95.5730, 83.3586, 88.9098
     160, 90.5615, 91.8368, 91.5702, 83.1249, 99.7712, 85.9800, 79.1927, 90.7508, 90.3150, 95.1749, 85.0177, 82.2178, 90.6832, 93.2384, 85.9397, 91.9789
     170, 96.9271, 96.8086, 91.6840, 92.4014, 96.5141, 84.9260, 82.4286, 85.2168, 85.9404, 90.3888, 88.2774, 83.7863, 88.0898, 97.9216, 90.7363, 94.1836
     180, 96.1012, 95.3898, 91.2686, 91.1918, 94.2579, 84.7506, 89.0459, 89.3781, 88.6943, 89.0417, 95.1440, 83.8366, 89.3547, 96.8322, 91.8128, 92.0296
     190, 92.0842, 89.9960, 85.0338, 85.6237, 93.3053, 85.1255, 87.1388, 89.2737, 85.1512, 86.1543, 83.6644, 83.7360, 89.3554, 97.9398, 88.3314, 87.7834
     200, 88.9595, 94.8874, 88.7903, 86.2953, 91.1448, 84.5986, 86.8508, 87.0777, 95.3296, 89.7459, 85.6000, 86.3253, 87.6499, 97.8359, 83.0636, 83.7855
     210, 82.2004, 90.9250, 88.0035, 84.9772, 93.6310, 84.2855, 79.5740, 83.1466, 87.2792, 88.7729, 86.5165, 77.2385, 88.8459, 91.2791, 88.6929, 92.9809
     220, 87.6331, 90.8636, 88.6799, 85.0433, 90.1773, 88.5130, 84.4382, 85.5952, 85.9071, 87.4565, 86.6711, 82.4258, 92.0660, 92.5326, 85.5643, 93.9658
     230, 85.8435, 91.0061, 90.5883, 90.6459, 89.9799, 90.1969, 83.3024, 81.3133, 88.5991, 86.1806, 84.0863, 81.1668, 88.1254, 97.4781, 88.8041, 95.2583
     240, 85.4302, 86.6007, 91.9022, 87.7300, 94.5215, 86.3063, 79.7610, 84.7000, 92.1737, 91.3038, 84.0018, 79.2655, 87.2324, 89.8633, 87.4618, 93.7837
     250, 89.7893, 96.3295, 95.6094, 83.9769, 95.2434, 92.0013, 85.5777, 88.8193, 91.9583, 93.7576, 83.1806, 83.9981, 95.2421, 97.3833, 89.4181, 95.6279
     260, 90.8490, 92.6729, 89.6064, 92.2323, 94.5615, 90.5571, 87.4782, 88.2675, 91.6703, 87.9744, 86.0342, 85.4471, 89.4851, 97.7745, 90.2861, 96.2562
     270, 83.3125, 84.0492, 84.4812, 91.6396, 92.3241, 89.6100, 84.5883, 89.1868, 88.1348, 91.8600, 82.1575, 79.1076, 86.4706, 96.7761, 92.2219, 89.7223
     280, 85.2651, 87.9331, 83.4144, 88.2697, 96.1935, 91.1944, 74.6768, 91.7992, 84.5785, 92.7693, 82.0026, 82.1892, 84.7692, 90.7862, 92.1058, 90.5106
     290, 84.6930, 90.9176, 84.7659, 85.7130, 92.5478, 86.1867, 80.0043, 86.3980, 84.6468, 86.4583, 82.7696, 85.9593, 86.6418, 93.7529, 88.0221, 90.5376
     300, 85.7964, 90.8685, 86.3326, 87.6114, 93.1335, 86.9162, 80.3672, 88.0931, 88.2639, 85.9229, 90.0608, 81.1105, 91.1604, 90.3676, 89.7379, 93.5553
     310, 85.7737, 90.0968, 83.7567, 87.0738, 90.6518, 88.0420, 77.8587, 92.7013, 88.0489, 81.7416, 87.1229, 85.3413, 87.5005, 88.7067, 88.3296, 86.2877
     320, 90.8756, 91.5235, 85.4672, 88.6060, 88.6348, 90.9646, 86.2445, 91.2783, 84.7897, 87.3147, 87.9198, 85.9212, 93.1604, 93.8913, 86.4860, 87.0324
     330, 87.2716, 93.4385, 88.8817, 89.3772, 93.8897, 89.7151, 87.1322, 94.4657, 86.7111, 87.3256, 83.9716, 86.8858, 90.6519, 99.9922, 89.4831, 92.4968
     340, 91.8801, 93.2390, 83.9183, 88.1865, 90.1596, 84.5500, 83.8278, 87.5900, 89.8052, 88.5008, 90.9830, 85.1836, 86.6318, 93.9388, 83.1640, 82.3007
     350, 93.7294, 95.5960, 85.5628, 95.1308, 92.2717, 94.1837, 82.2199, 89.3432, 90.8027, 91.4627, 88.7934, 86.1040, 89.0586, 98.5801, 91.9256, 92.8652
     360, 87.1478, 98.2983, 85.8494, 92.3214, 96.3825, 93.5721, 82.9487, 90.8724, 95.0567, 91.6143, 85.3998, 83.7408, 87.0409, 96.9067, 91.6894, 90.6103
     370, 85.2462, 99.8162, 86.5125, 83.6758, 94.1633, 95.0685, 79.0685, 89.5376, 90.6152, 88.8428, 80.8251, 84.5740, 87.5112, 96.2376, 87.4709, 92.7522
     380, 87.2082, 99.9242, 85.9867, 85.5755, 95.4509, 95.1452, 82.0549, 90.4192, 95.9542, 90.2798, 83.8621, 85.5695, 89.8304,101.2562, 86.8301, 93.5115
     390, 92.7837, 93.6787, 83.0046, 87.0379, 90.0635, 93.8145, 80.7565, 89.6042, 86.7223, 87.4801, 82.4806, 86.6191, 88.7563, 95.8617, 91.5604, 94.4110
     400, 82.6232, 89.8744, 81.3965, 86.5602, 94.2099, 90.5889, 80.1784, 88.0537, 92.5824, 86.4367, 83.7386, 82.6588, 81.2459, 91.9309, 87.9436, 90.3676
     410, 81.0045, 91.0399, 76.9863, 83.8569, 93.0846, 92.3456, 80.3363, 88.2306, 90.9006, 83.9174, 85.6594, 80.4920, 83.5302, 92.3402, 87.3557, 90.0607
     420, 86.7921, 94.2368, 87.5058, 82.6348, 96.6746, 95.3705, 73.6845, 86.0267, 90.7962, 93.4171, 80.6548, 82.5581, 88.0667, 91.9866, 87.6068, 86.7710
     430, 85.7278, 86.9761, 82.4127, 85.2458, 93.2891, 97.0335, 76.9942, 86.6016, 94.1008, 93.6793, 80.2030, 84.0834, 84.6180, 89.4076, 86.7988, 87.0256
     440, 87.8820, 90.3905, 92.4481, 80.1751, 95.9011, 95.5477, 77.4939, 88.3557, 90.2513, 94.9077, 80.9768, 88.0882, 87.0533, 91.7740, 88.5213, 90.0212
     450, 86.9078, 89.6385, 86.9225, 83.7512, 98.5683, 92.1504, 74.9942, 87.6676, 91.2177, 93.0259, 80.8246, 83.7561, 85.1590, 91.1083, 83.2807, 89.2968
     460, 87.0102, 91.5310, 83.1488, 78.8185, 90.4253, 94.8457, 77.6044, 88.7723, 90.1154, 91.3129, 78.4355, 86.9192, 88.5846, 93.7468, 82.8544, 85.4331
     470, 89.2331, 91.4037, 87.4467, 85.8186, 94.8846, 99.7459, 74.7342, 87.7953, 90.3194, 91.4210, 79.5946, 84.6987, 86.8476, 88.9819, 90.9930, 91.4708
     480, 92.3647, 89.8015, 86.2933, 87.0261, 91.6769, 93.7090, 81.9084, 91.1692, 86.1351, 92.4870, 81.2089, 84.9017, 89.6017, 90.4119, 87.9074, 91.8600
     490, 91.4158, 97.5077, 83.1900, 86.3346, 91.9390, 95.0251, 78.2751, 89.3473, 86.9772, 90.7504, 85.7253, 86.0610, 92.1072, 92.4831, 85.2780, 92.1967
     500, 87.4300, 88.4103, 88.9497, 89.0643, 92.2902, 93.4559, 87.6939, 90.6906, 88.3779, 91.9345, 77.8813, 85.2908, 89.8506, 96.2285, 85.2103, 92.0872
     510, 88.5063, 91.4806, 91.8292, 88.1159, 86.9090, 94.3669, 85.0158, 85.1402, 89.1325, 89.8796, 75.8803, 88.3614, 90.2297, 94.2993, 83.4300, 94.6176
     520, 86.4157, 95.3207, 88.7717, 79.7228, 97.4195, 87.1455, 81.5102, 87.2943, 84.4083, 85.1458, 80.8919, 84.5764, 90.5714, 92.7796, 83.5183, 88.8439
     530, 89.1329, 92.8761, 91.0333, 80.8705, 92.6276, 90.4261, 81.1568, 91.2281, 86.4249, 89.7881, 78.5992, 87.3407, 93.3679, 93.0728, 81.5217, 90.5882
     540, 94.0263, 99.6312, 89.9505, 87.4095, 91.7901, 93.1101, 87.6569, 94.9127, 85.8099, 91.9220, 86.1474, 96.2946, 93.7909, 98.4964, 83.5684, 90.9007
     550, 91.2072, 96.1665, 90.7825, 89.9504, 94.7384, 96.4635, 81.4203, 91.3107, 89.3482, 95.2964, 81.1438, 94.2647, 86.7708, 95.2776, 89.5548, 94.3667
     560, 90.6980, 94.6091, 87.4202, 86.3810, 94.3391, 92.8983, 81.7579, 91.9190, 93.9062, 92.9617, 84.7469, 89.7039, 86.7286, 94.0287, 83.3431, 88.6829
     570, 85.6510, 87.6319, 85.8682, 88.0971, 89.5037, 92.5012, 81.6517, 86.7985, 90.4988, 87.2356, 75.1849, 90.4416, 81.6286, 94.0404, 86.2542, 86.0042
     580, 84.2381, 86.2697, 86.4602, 83.7954, 95.7755, 89.1776, 81.9815, 86.0666, 86.8737, 88.6947, 72.7707, 84.9148, 85.7147, 97.9096, 84.7090, 89.7969
     590, 82.9605, 90.5094, 89.5823, 83.0331, 92.0970, 92.4397, 78.1391, 86.0406, 85.7278, 91.5116, 75.0803, 82.9885, 89.6334, 90.8144, 85.9510, 90.6243
     600, 86.9537, 95.9960, 89.7244, 87.8657, 94.7070, 90.0334, 85.8842, 87.2078, 90.4717, 90.3015, 77.6248, 84.9790, 89.2781, 96.5822, 86.3746, 89.9070
     610, 88.3089, 92.7233, 88.5265, 88.2628, 96.7163, 86.7342, 80.1027, 85.3924, 88.4247, 89.8368, 79.5080, 79.8689, 87.7055, 92.5405, 83.1476, 89.6637
     620, 90.7245, 97.4094, 92.1507, 86.7133, 97.2429, 90.7524, 86.2108, 88.6958, 89.4840, 92.6623, 80.9966, 88.0297, 88.6168,100.8514, 81.5514, 94.0780
     630, 86.5487, 87.3402, 89.9273, 87.8057, 96.6507, 96.5958, 79.8849, 88.5715, 89.0629, 97.9010, 74.1030, 84.7776, 86.9681, 95.3147, 85.3214, 92.6999
     640, 88.1766, 88.5816, 88.2121, 89.2396, 91.2687, 94.4866, 83.4748, 86.9569, 89.7819, 95.3841, 76.9747, 84.6485, 93.3841, 95.4564, 81.8723, 92.9004
     650, 86.8614, 88.4859, 88.8298, 85.0248, 92.3548, 93.1132, 84.3462, 84.5311, 89.9301, 90.6233, 71.6024, 85.6734, 89.0146, 94.2834, 82.9609, 89.8557
     660, 88.1211, 91.0282, 90.6315, 83.3403, 95.7279, 88.7971, 84.1556, 87.8394, 89.0954, 91.8665, 74.9827, 88.8019, 84.6220, 97.5390, 84.1785, 88.0483
     670, 87.3943, 91.8312, 84.8130, 86.4853, 96.9945, 89.3653, 82.7541, 88.1354, 88.3031, 91.8004, 80.2589, 85.3252, 87.0620, 96.4326, 82.8135, 91.6334
     680, 87.7409,100.0285, 86.5849, 84.9779, 95.1643, 94.4032, 80.3332, 88.2519, 89.4694, 91.5985, 78.9523, 87.2388, 91.3105, 93.3854, 86.5981, 94.2037
     690, 90.5912, 92.0561, 90.6995, 87.3381, 95.9857, 91.0445, 82.8765, 84.9578, 88.1396, 95.9031, 79.3290, 86.7407, 91.8911, 97.0464, 85.0640, 93.4063
     700, 86.0794, 90.9316, 90.8549, 88.5081, 93.2669, 94.8698, 79.8185, 88.2628, 89.0007, 95.5508, 79.0979, 89.5148, 85.9342, 89.1607, 85.7950, 88.5277
     710, 83.8456, 89.8161, 92.9616, 82.2328, 89.2379, 93.1414, 78.0908, 87.5745, 86.1112, 92.1292, 75.7752, 84.3943, 89.6485, 87.0569, 84.8584, 91.4302
     720, 87.4137, 84.7282, 93.3214, 82.5006, 94.6567, 95.7784, 83.3909, 85.1345, 89.7911, 89.9358, 76.6737, 86.4479, 90.8772, 84.7534, 89.3681, 92.9576
     730, 82.9126, 85.3764, 92.8106, 82.5046, 90.3066, 94.5797, 82.1080, 89.8449, 87.6743, 89.9209, 75.4807, 85.1456, 91.5771, 85.0531, 89.0835, 87.6225
     740, 88.4531, 88.0612, 88.0050, 83.3611, 90.0071, 90.7193, 79.0439, 80.6450, 84.7668, 88.1370, 72.6259, 81.1898, 88.7240, 86.7852, 85.9686, 86.1622
     750, 87.1821, 87.0736, 93.4619, 84.8475, 96.3870, 95.3259, 78.5038, 86.0213, 87.9092, 93.0238, 70.0755, 83.7588, 87.4511, 88.1173, 90.4004, 90.7486
     760, 90.9499, 91.9730, 89.9324, 84.1463, 99.3676, 88.8543, 86.2117, 92.1369, 85.1756, 89.2202, 75.5564, 87.2409, 89.2858, 95.6979, 88.4752, 90.8106
     770, 87.5365, 92.9688, 88.2068, 80.5174, 92.6078, 90.2696, 86.6186, 85.5707, 83.4881, 86.6084, 75.2373, 83.7054, 92.5404, 93.0302, 86.0234, 89.9014
     780, 92.1613, 83.4427, 85.5154, 87.3877, 89.3200, 89.8794, 89.3216, 92.7663, 77.0908, 89.5485, 72.7292, 83.9527, 92.4659, 97.8083, 87.1470, 93.4588
     790, 90.5797, 85.5253, 91.3193, 83.3892, 96.0074, 83.8765, 84.9988, 87.0396, 79.9494, 89.2447, 74.8591, 79.0913, 91.8481, 92.0820, 86.8142, 94.1790
     800, 95.8133, 89.3510, 91.6101, 84.5057, 93.5775, 88.2445, 86.1597, 91.5163, 81.7184, 91.6158, 77.1375, 88.5369, 94.1338, 93.4339, 90.2684, 92.2814
     810, 85.1303, 90.4339, 88.6723, 81.0286, 93.7561, 91.7807, 79.9600, 85.8042, 87.8183, 87.4217, 76.9151, 78.7294, 91.5366, 87.7925, 87.1721, 90.3145
