       1,   0.388
       2,   0.838
       3,   0.409
       4,   0.399
       5,   0.902
       6,   0.360
       7,   0.401
       8,   0.423
       9,   0.633
      10,   0.413
      11,   0.547
      12,   0.364
      13,   0.585
      14,   0.541
      15,   0.355
      16,   0.382
      17,   0.378
      18,   0.902
      19,   0.402
      20,   0.823
      21,   0.388
      22,   0.397
      23,   0.407
      24,   0.902
      25,   0.902
      26,   0.408
      27,   0.419
      28,   0.387
      29,   0.902
      30,   0.336
      31,   0.394
      32,   0.901
      33,   0.376
      34,   0.499
      35,   0.409
      36,   0.370
      37,   0.339
      38,   0.785
      39,   0.364
      40,   0.438
      41,   0.791
      42,   0.901
      43,   0.901
      44,   0.902
      45,   0.362
      46,   0.738
      47,   0.377
      48,   0.360
      49,   0.902
      50,   0.786
      51,   0.402
      52,   0.357
      53,   0.346
      54,   0.784
      55,   0.819
      56,   0.344
      57,   0.730
      58,   0.773
      59,   0.902
      60,   0.353
      61,   0.902
      62,   0.408
      63,   0.369
      64,   0.421
      65,   0.407
      66,   0.367
      67,   0.517
      68,   0.902
      69,   0.363
      70,   0.526
      71,   0.357
      72,   0.348
      73,   0.599
      74,   0.902
      75,   0.718
      76,   0.352
      77,   0.384
      78,   0.663
      79,   0.402
      80,   0.357
      81,   0.382
      82,   0.825
      83,   0.902
      84,   0.697
      85,   0.727
      86,   0.465
      87,   0.368
      88,   0.675
      89,   0.417
      90,   0.415
      91,   0.418
      92,   0.536
      93,   0.320
      94,   0.499
      95,   0.901
      96,   0.641
      97,   0.531
      98,   0.399
      99,   0.364
     100,   0.902
