       1,   0.168
       2,   0.154
       3,   0.171
       4,   0.169
       5,   0.084
       6,   0.167
       7,   0.168
       8,   0.170
       9,   0.166
      10,   0.171
      11,   0.167
      12,   0.168
      13,   0.169
      14,   0.168
      15,   0.170
      16,   0.171
      17,   0.170
      18,   0.085
      19,   0.168
      20,   0.157
      21,   0.171
      22,   0.171
      23,   0.170
      24,   0.085
      25,   0.085
      26,   0.171
      27,   0.169
      28,   0.171
      29,   0.085
      30,   0.170
      31,   0.169
      32,   0.085
      33,   0.170
      34,   0.172
      35,   0.168
      36,   0.169
      37,   0.172
      38,   0.161
      39,   0.172
      40,   0.172
      41,   0.162
      42,   0.085
      43,   0.085
      44,   0.085
      45,   0.169
      46,   0.167
      47,   0.168
      48,   0.168
      49,   0.085
      50,   0.163
      51,   0.172
      52,   0.169
      53,   0.169
      54,   0.164
      55,   0.157
      56,   0.171
      57,   0.164
      58,   0.164
      59,   0.085
      60,   0.171
      61,   0.085
      62,   0.168
      63,   0.172
      64,   0.169
      65,   0.169
      66,   0.172
      67,   0.167
      68,   0.085
      69,   0.171
      70,   0.168
      71,   0.173
      72,   0.172
      73,   0.166
      74,   0.085
      75,   0.164
      76,   0.171
      77,   0.171
      78,   0.165
      79,   0.171
      80,   0.169
      81,   0.170
      82,   0.154
      83,   0.085
      84,   0.166
      85,   0.164
      86,   0.169
      87,   0.170
      88,   0.168
      89,   0.170
      90,   0.170
      91,   0.170
      92,   0.168
      93,   0.170
      94,   0.168
      95,   0.085
      96,   0.169
      97,   0.167
      98,   0.169
      99,   0.168
     100,   0.085
