      78,  -0.083,  -0.083,  -0.086,  -0.113,  -0.166,  -0.163,  -0.197,  -0.219,  -0.264
      79,   0.003,   0.003,   0.004,   0.007,   0.025,   0.028,   0.070,   0.070,   0.110
      80,  -0.024,  -0.024,  -0.024,  -0.026,  -0.042,  -0.055,  -0.068,  -0.003,   0.039
      81,  -0.030,  -0.030,  -0.031,  -0.041,  -0.052,  -0.062,  -0.075,  -0.090,  -0.190
      82,   0.124,   0.124,   0.130,   0.058,  -0.295,  -0.494,  -0.781,  -0.847,  -0.785
      83,   0.949,   0.949,   0.958,   0.969,   0.974,   0.980,   0.986,   0.980,   0.959
      84,  -0.067,  -0.067,  -0.071,  -0.079,  -0.124,  -0.133,  -0.057,   0.059,   0.159
      85,  -0.006,  -0.006,  -0.005,  -0.013,  -0.103,  -0.145,  -0.196,  -0.159,  -0.159
      86,  -0.020,  -0.020,  -0.020,  -0.020,  -0.010,  -0.013,  -0.013,   0.014,   0.054
      87,  -0.005,  -0.005,  -0.005,  -0.010,  -0.017,  -0.019,  -0.023,  -0.140,  -0.088
      88,  -0.121,  -0.121,  -0.125,  -0.152,  -0.214,  -0.266,  -0.300,  -0.284,  -0.227
      89,  -0.010,  -0.010,  -0.010,  -0.011,  -0.009,  -0.012,  -0.025,  -0.101,  -0.261
      90,  -0.014,  -0.014,  -0.014,  -0.022,  -0.036,  -0.042,  -0.026,   0.072,   0.146
      91,  -0.011,  -0.011,  -0.012,  -0.015,  -0.034,  -0.042,  -0.059,  -0.078,   0.019
      92,  -0.007,  -0.007,  -0.009,  -0.009,  -0.008,  -0.011,  -0.057,  -0.082,  -0.038
      93,   0.014,   0.014,   0.015,   0.013,   0.016,   0.020,   0.047,  -0.029,  -0.149
      94,   0.011,   0.011,   0.011,   0.016,   0.041,   0.036,   0.037,   0.060,   0.176
      95,   0.948,   0.948,   0.957,   0.968,   0.972,   0.979,   0.985,   0.977,   0.945
      96,   0.019,   0.019,   0.019,   0.018,  -0.013,   0.006,   0.056,   0.128,  -0.001
      97,  -0.022,  -0.022,  -0.023,  -0.031,  -0.024,  -0.016,  -0.010,   0.016,  -0.045
      98,   0.028,   0.028,   0.029,   0.039,   0.046,   0.043,   0.043,  -0.003,   0.149
      99,  -0.005,  -0.005,  -0.005,  -0.007,  -0.023,  -0.027,  -0.048,  -0.027,   0.015
     100,   0.949,   0.949,   0.958,   0.969,   0.974,   0.980,   0.986,   0.981,   0.973
