       1,  -0.029,  -0.029,  -0.031,  -0.036,  -0.059,  -0.079,  -0.087,  -0.016,   0.070
       2,   0.123,   0.123,   0.127,   0.083,  -0.255,  -0.452,  -0.805,  -0.903,  -0.827
       3,  -0.037,  -0.037,  -0.038,  -0.046,  -0.064,  -0.068,  -0.073,  -0.059,  -0.097
       4,   0.009,   0.009,   0.008,   0.010,   0.006,   0.011,   0.014,  -0.052,   0.023
       5,   0.950,   0.950,   0.959,   0.970,   0.976,   0.982,   0.988,   0.985,   0.972
       6,  -0.012,  -0.012,  -0.012,  -0.006,  -0.013,  -0.018,  -0.042,  -0.037,  -0.003
       7,   0.006,   0.006,   0.007,   0.003,   0.006,   0.005,   0.035,   0.029,  -0.056
       8,  -0.010,  -0.010,  -0.011,  -0.009,  -0.010,  -0.017,  -0.028,  -0.090,  -0.185
       9,   0.024,   0.024,   0.025,   0.038,   0.079,   0.092,   0.042,  -0.029,   0.008
      10,   0.042,   0.042,   0.044,   0.059,   0.084,   0.092,   0.117,   0.152,   0.260
      11,  -0.010,  -0.010,  -0.011,  -0.011,  -0.018,  -0.021,   0.028,   0.109,   0.161
      12,   0.005,   0.005,   0.005,   0.005,  -0.020,  -0.025,  -0.045,   0.009,  -0.043
      13,   0.038,   0.038,   0.040,   0.055,   0.066,   0.054,   0.031,  -0.019,  -0.113
      14,   0.010,   0.010,   0.012,   0.019,   0.009,   0.011,   0.035,   0.083,   0.122
      15,  -0.002,  -0.002,  -0.002,  -0.002,  -0.001,  -0.002,   0.005,   0.040,  -0.001
      16,  -0.028,  -0.028,  -0.030,  -0.036,  -0.029,  -0.037,  -0.035,   0.018,  -0.111
      17,  -0.030,  -0.030,  -0.032,  -0.037,  -0.059,  -0.061,  -0.072,  -0.058,  -0.015
      18,   0.951,   0.951,   0.959,   0.970,   0.975,   0.982,   0.988,   0.984,   0.971
      19,  -0.005,  -0.005,  -0.005,  -0.009,  -0.029,  -0.042,  -0.039,  -0.118,  -0.147
      20,   0.107,   0.107,   0.111,   0.044,  -0.279,  -0.471,  -0.781,  -0.883,  -0.845
      21,  -0.024,  -0.024,  -0.025,  -0.034,  -0.058,  -0.068,  -0.089,  -0.110,  -0.022
      22,  -0.003,  -0.003,  -0.003,   0.002,   0.031,   0.046,   0.066,   0.028,  -0.077
      23,   0.006,   0.006,   0.006,   0.012,   0.021,   0.022,   0.035,   0.059,   0.021
      24,   0.949,   0.949,   0.958,   0.969,   0.973,   0.980,   0.987,   0.983,   0.967
      25,   0.949,   0.949,   0.958,   0.969,   0.974,   0.980,   0.986,   0.980,   0.958
      26,  -0.004,  -0.004,  -0.005,  -0.005,  -0.002,  -0.000,  -0.002,  -0.065,  -0.079
      27,  -0.010,  -0.010,  -0.012,  -0.023,  -0.022,  -0.030,  -0.046,   0.003,   0.195
      28,   0.014,   0.014,   0.013,   0.018,   0.005,  -0.002,  -0.033,   0.074,   0.274
      29,   0.950,   0.950,   0.959,   0.970,   0.975,   0.982,   0.987,   0.983,   0.966
      30,  -0.010,  -0.010,  -0.011,  -0.013,  -0.001,  -0.006,   0.007,   0.033,   0.178
      31,  -0.005,  -0.005,  -0.005,  -0.005,   0.006,   0.004,   0.008,  -0.057,  -0.201
      32,   0.950,   0.950,   0.959,   0.970,   0.976,   0.982,   0.988,   0.984,   0.971
      33,   0.005,   0.005,   0.005,   0.009,   0.016,   0.022,   0.009,  -0.058,   0.155
      34,   0.003,   0.003,   0.004,   0.003,   0.017,   0.021,   0.023,  -0.008,   0.018
      35,   0.023,   0.023,   0.024,   0.029,   0.015,   0.016,  -0.002,   0.053,   0.157
      36,  -0.008,  -0.008,  -0.008,  -0.005,  -0.034,  -0.038,  -0.052,  -0.017,  -0.119
      37,  -0.003,  -0.003,  -0.004,   0.000,  -0.003,  -0.002,  -0.001,   0.038,   0.036
      38,  -0.066,  -0.066,  -0.071,  -0.063,  -0.098,  -0.135,  -0.055,   0.116,   0.224
      39,   0.006,   0.006,   0.007,   0.012,   0.011,   0.006,  -0.003,  -0.026,  -0.064
      40,  -0.004,  -0.004,  -0.006,  -0.006,  -0.002,   0.010,   0.023,  -0.003,  -0.092
      41,  -0.212,  -0.212,  -0.218,  -0.288,  -0.423,  -0.472,  -0.720,  -0.789,  -0.680
      42,   0.948,   0.948,   0.958,   0.968,   0.973,   0.979,   0.985,   0.978,   0.950
      43,   0.949,   0.949,   0.958,   0.969,   0.974,   0.981,   0.988,   0.984,   0.969
      44,   0.949,   0.949,   0.958,   0.969,   0.974,   0.980,   0.986,   0.981,   0.962
      45,  -0.018,  -0.018,  -0.019,  -0.023,  -0.042,  -0.048,  -0.042,  -0.043,   0.083
      46,  -0.014,  -0.014,  -0.014,  -0.009,  -0.004,  -0.014,  -0.071,   0.011,   0.065
      47,   0.009,   0.009,   0.009,   0.012,   0.035,   0.044,   0.063,   0.131,   0.106
      48,  -0.007,  -0.007,  -0.006,   0.003,   0.007,   0.006,   0.007,  -0.010,  -0.034
      49,   0.950,   0.950,   0.959,   0.970,   0.975,   0.981,   0.988,   0.985,   0.973
      50,   0.104,   0.104,   0.110,   0.097,  -0.062,  -0.129,  -0.007,   0.160,   0.222
      51,  -0.017,  -0.017,  -0.018,  -0.021,  -0.048,  -0.047,  -0.070,  -0.097,  -0.192
      52,   0.002,   0.002,   0.002,   0.001,   0.001,  -0.013,   0.019,  -0.016,   0.044
      53,  -0.029,  -0.029,  -0.030,  -0.036,  -0.055,  -0.055,  -0.054,  -0.074,   0.105
      54,  -0.194,  -0.194,  -0.199,  -0.263,  -0.355,  -0.392,  -0.687,  -0.813,  -0.788
      55,   0.061,   0.061,   0.061,   0.005,  -0.328,  -0.528,  -0.806,  -0.876,  -0.810
      56,   0.027,   0.027,   0.028,   0.035,   0.028,   0.040,   0.032,   0.008,  -0.139
      57,  -0.127,  -0.127,  -0.133,  -0.140,  -0.192,  -0.214,  -0.184,  -0.011,  -0.004
      58,  -0.133,  -0.133,  -0.138,  -0.191,  -0.285,  -0.308,  -0.610,  -0.722,  -0.611
      59,   0.950,   0.950,   0.959,   0.970,   0.975,   0.981,   0.987,   0.981,   0.960
      60,   0.001,   0.001,   0.000,  -0.007,  -0.011,  -0.015,  -0.061,  -0.120,  -0.086
      61,   0.949,   0.949,   0.957,   0.968,   0.973,   0.979,   0.985,   0.980,   0.970
      62,   0.013,   0.013,   0.012,   0.017,   0.021,   0.029,   0.039,   0.016,  -0.138
      63,   0.019,   0.019,   0.020,   0.025,   0.030,   0.037,   0.077,   0.071,  -0.007
      64,  -0.031,  -0.031,  -0.033,  -0.036,  -0.042,  -0.048,  -0.063,  -0.141,  -0.099
      65,  -0.013,  -0.013,  -0.014,  -0.018,  -0.032,  -0.032,  -0.026,  -0.008,   0.066
      66,  -0.015,  -0.015,  -0.016,  -0.019,  -0.019,  -0.026,  -0.029,   0.007,   0.065
      67,  -0.024,  -0.024,  -0.025,  -0.033,  -0.036,  -0.024,  -0.031,   0.059,  -0.086
      68,   0.949,   0.949,   0.958,   0.969,   0.974,   0.981,   0.988,   0.983,   0.968
      69,  -0.011,  -0.011,  -0.011,  -0.018,  -0.016,  -0.018,  -0.033,   0.013,  -0.122
      70,  -0.006,  -0.006,  -0.006,  -0.006,  -0.005,   0.015,   0.004,   0.026,  -0.004
      71,  -0.027,  -0.027,  -0.028,  -0.032,  -0.053,  -0.062,  -0.074,  -0.100,  -0.084
      72,  -0.009,  -0.009,  -0.009,  -0.008,  -0.017,  -0.025,  -0.053,  -0.070,  -0.175
      73,   0.008,   0.008,   0.010,   0.024,   0.033,   0.051,  -0.002,  -0.085,  -0.120
      74,   0.950,   0.950,   0.959,   0.970,   0.975,   0.981,   0.987,   0.983,   0.968
      75,  -0.018,  -0.018,  -0.020,  -0.041,  -0.090,  -0.077,  -0.104,   0.030,   0.142
      76,   0.018,   0.018,   0.019,   0.027,   0.043,   0.050,   0.036,   0.007,  -0.050
      77,   0.047,   0.047,   0.049,   0.067,   0.103,   0.117,   0.135,   0.145,   0.043
